SN,NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,KI,GP,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,SP2,MA1,PH1,CH1,EL1,EC1,EH1,EG1,JP1,NO OF CCA
486,20190486,F,262,NA,IP (Y),SCHOOL Y,,52.9,,42.9,,,58.3,61.6,,,,,53.2,,,,,,,,,,,,,,,,,,,,,,2
487,20190487,F,246,NA,IP (Y),SCHOOL Y,,50.4,,50.2,,,54.2,52,,,,,46.1,,,,,,,,,,,,,,,,,,,,,,1
488,20190488,M,265,NA,IP (X),SCHOOL X,67.7,,,54.5,,,,62.3,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,2
489,20190489,M,256,NA,IP (X),SCHOOL X,,51.1,,36.7,,,51.7,50,,,,,48,,,,,,,,,,,,,,,,,,,,,,1
490,20190490,M,243,NA,DSA (CCA),CATHOLIC HIGH SCHOOL,,57.6,,45.5,,,54.7,60.3,,,,,58.5,,,,,,,,,,,,,,,,,,,,,,1
491,20190491,M,259,NA,IP (X),SCHOOL X,,67.6,,81.3,,,76.4,,,,,,83.6,,,,,,,,,78.5,,,,,,,,,,,,,2
492,20190492,F,260,NA,IP (Y),SCHOOL Y,,56,,55.8,,,64.2,,,,,49,49.7,,,,,,,,,,,,,,,,,,,,,,2
493,20190493,F,264,NA,IP (Y),SCHOOL Y,,44,,37.5,,,,46.7,57.4,53.8,,,,,,,,,,,,,,,,,,,,,,,,,1
494,20190494,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,47.5,,48.7,,,53.7,49.4,,,,,42.2,,,,,,,,,,,,,,,,,,,,,,1
495,20190495,F,264,NA,IP (Y),SCHOOL Y,,64,,71.9,,,78.5,77,,,,,71.2,,,,,,,,,,,,,,,,,,,,,,2
496,20190496,F,260,NA,IP (Y),SCHOOL Y,,48.6,,41.8,,,43.9,65.8,,,,,42.9,,,,,,,,,,,,,,,,,,,,,,1
497,20190497,M,255,NA,IP (X),SCHOOL X,,74.4,,64,,,,,,,,,63.3,,60.8,,,,,,,70.3,,,,,,,,,,,,,1
498,20190498,F,264,NA,IP (Y),SCHOOL Y,,66.5,,58.4,,,,,,,58.4,,,54.7,,,,62.2,,,,,,,,,,,,,,,,,1
499,20190499,F,267,NA,IP (Y),SCHOOL Y,,62.8,,41,,,,70.2,,64,,,63.5,,,,,,,,,,,,,,,,,,,,,,2
500,20190500,M,263,NA,IP (X),SCHOOL X,,59.7,,74.8,,,66.9,71.9,,,,,60.4,,,,,,,,,,,,,,,,,,,,,,1
