SN,NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,PW,KI,GP,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,JP2,SP2,MA1,PH1,CH1,BY1,EL1,EC1,EH1,EG1,MA3-MOE,PH3-MOE,CH3-MOE,BY3-MOE,EC3-MOE,S1_3-MOE,NO OF CCA
224,20180224,F,263,NA,IP (Y),SCHOOL Y,0,,74,,74,,,73,74.8,,,,,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,1
225,20180225,M,239,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,0,,55,,45.5,,,,,,,,,45.6,,52,,,,,,,,,,,,,,,,,54.7,,,,,,,,,,2
226,20180226,F,247,NA,DSA,CRESCENT GIRLS' SCHOOL,0,,69,,73.5,,,,86.6,72.5,,,,63.3,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,1
227,20180227,M,254,NA,IP (X),SCHOOL X,0,,60,,65.5,,,,64.5,,,,,47.3,,,,63.7,,,,,,,,,,,,,,,,,,,,,,,,,1
228,20180228,M,261,NA,IP (X),SCHOOL X,0,,47,,60.5,,,,65,59.9,,,,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
229,20180229,F,263,NA,IP (Y),SCHOOL Y,0,,61,,71,,,,70,63.8,,,,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
230,20180230,M,259,NA,IP (X),SCHOOL X,0,,50,,,,,,,,57.3,,,54.8,,59.5,,,,,,,,,,,,,70,,,,,,,,,,,,,,1
231,20180231,M,255,NA,IP (X),SCHOOL X,0,,61,,72.5,,,75.5,81.2,,,,,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
232,20180232,M,248,NA,JAE Ordinary Admission,ST. JOSEPH'S INSTITUTION,0,,57,,46.5,,,34,46.7,,,,,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
233,20180233,F,257,NA,IP (Y),SCHOOL Y,0,,59,,55,,,48.1,54.6,,,,,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
234,20180234,M,239,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,0,,49,,46.5,,,,,,,,,,,,,,,,,68.8,59,,,,,,,,73.3,,,,,,,,,,,,1
235,20180235,M,247,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,0,,64,,71.5,,,,70,58.2,,,,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
236,20180236,F,244,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,0,,50,,67.5,,,47.3,57.1,,,,,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
237,20180237,F,259,NA,IP (Y),SCHOOL Y,0,,58,,56.5,,,,48.4,53.7,,,,,,,,,,,,,,,62.9,,,,,,,,,,,,,,,,,,1
238,20180238,M,244,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,55,,61.5,,,,76.8,69.5,,,,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
239,20180239,F,265,NA,IP (Y),SCHOOL Y,0,,65,,57,,,,53.6,60.3,,,,,,,,,,,,,71.4,,,,,,,,,,,,,,,,,,,,1
240,20180240,F,242,NA,DSA,METHODIST GIRLS' SCHOOL (SECONDARY),0,,,76.7,,,,,,,,64,,,52.8,,66,,,,,,,,,,,,,,,,,,,,,,,,,,1
241,20180241,F,249,NA,IP (Y),SCHOOL Y,0,,53,,59.5,,,35.9,49.3,,,,,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
242,20180242,M,252,NA,IP (X),SCHOOL X,0,,55,,54.5,,,,64.7,64.7,,,,60.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
243,20180243,F,243,NA,IP (Y),SCHOOL Y,0,,62,,50.5,,,,42.5,44.2,,,,,,,,,,,,,,,,,,,,,,,,55.6,,,,,,,,,1
244,20180244,M,256,NA,IP (X),SCHOOL X,0,,56,,51.5,,,55.2,52.8,,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
245,20180245,F,247,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,0,,52,,69.5,,,65.6,61.9,,,,,56.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
246,20180246,M,264,NA,IP (X),SCHOOL X,0,,59,,77.5,,,,75,70.4,,,,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
247,20180247,F,239,NA,IP (Y),SCHOOL Y,0,,54,,35,,,,49.6,51.5,,,,,,,,,,,,,,,,,,,,,,,,55.6,,,,,,,,,1
248,20180248,F,0,NA,JAE Ordinary Admission,CHIJ KATONG CONVENT,0,,65,,57,,,,60.8,60.7,,,,,,,,,,,,,,,,,,,,,,,,66.7,,,,,,,,,1
249,20180249,F,251,NA,IP (Y),SCHOOL Y,0,,58,,58.5,,52.4,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,,,,,,,,,1
250,20180250,F,239,NA,JAE Ordinary Admission,SINGAPORE CHINESE GIRLS' SCHOOL,0,,49,,63.5,,,44.8,64.6,,,,,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251,20180251,F,262,NA,IP (Y),SCHOOL Y,0,,66,,68.5,,,,78.2,80,,,,,,,,61.6,,,,,,,,,,,,,,,,,,,,,,,,,1
252,20180252,M,259,NA,IP (X),SCHOOL X,0,,56,,65.5,,,50.9,64.9,,,,,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
253,20180253,M,239,NA,IP (X),SCHOOL X,0,,57,,83.5,,,74,76.2,,,,,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
254,20180254,M,249,NA,IP (X),SCHOOL X,0,,68,,57.5,,,,60.9,60.4,,,,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
255,20180255,M,257,NA,IP (X),SCHOOL X,0,,58,,47,,,44.6,53.2,,,,,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
256,20180256,F,262,NA,IP (Y),SCHOOL Y,0,,57,,77,,,70.2,86.4,,,,,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
257,20180257,F,247,NA,IP (Y),SCHOOL Y,0,,55,,61.5,,,,74,56.3,,,,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
258,20180258,F,260,NA,IP (Y),SCHOOL Y,0,81.7,,,93,,,87.1,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,,,,1
259,20180259,F,251,NA,DSA,CHIJ ST. NICHOLAS GIRLS' SCHOOL,0,,59,,52,,,45.6,56.5,,,,,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
260,20180260,F,246,NA,IP (Y),SCHOOL Y,0,,58,,55,,,,68.8,,,,,59.3,,,,62.1,,,,,,,,,,,,,,,,,,,,,,,,,1
261,20180261,F,259,NA,IP (Y),SCHOOL Y,0,,53,,47.5,,,,59.6,55.7,,,,,,,,,,,,,,,,,,,,,,,,55.6,,,,,,,,,1
262,20180262,M,263,NA,DSA (CCA),SCHOOL X,0,,52,,57,,,33.4,34,,,,,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
263,20180263,M,257,NA,IP (X),SCHOOL X,0,,59,,42.5,,,,,,,,,44.8,,57.5,,,,,,,,,,,,,,,,,61.3,,,,,,,,,,1
264,20180264,F,0,NA,IP (Y),SCHOOL Y,0,,,76.7,74.5,,,,,,,67.3,,,70.8,,,,,,,,,,,,,,,,,,,,,,67,,,,,,1
265,20180265,F,0,NA,IP (Y),SCHOOL Y,0,,51,,97,,89.8,78.7,,,,,,,,,,,,,,78.5,,,,,,,,,,,,,,,,,,,,,1
266,20180266,F,247,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,0,,61,,50,,,44.9,41.5,,,,,,,,,62.2,,,,,,,,,,,,,,,,,,,,,,,,,1
267,20180267,F,268,NA,DSA (CCA),SCHOOL Y,0,,50,,34,,,,30.5,35.7,,,,,,,,,,,,,,,,,,,,,,,,43.3,,,,,,,,,1
268,20180268,F,258,NA,IP (Y),SCHOOL Y,0,,62,,60.5,,,,67.7,62,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
269,20180269,M,256,NA,IP (X),SCHOOL X,0,,44,,70,,,60.6,62.6,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
270,20180270,M,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,57,,63,,,56.9,65.8,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
271,20180271,M,256,NA,IP (X),SCHOOL X,0,,75.5,,71.5,,,,,,,67.3,,,59.6,,70,,,,,,,,,,,,,,,,,,,,,,,,,,1
272,20180272,M,256,NA,IP (X),SCHOOL X,0,,61,,58,,,,74.3,62,,,,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
273,20180273,M,241,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),0,,63,,80,,,74.7,82.6,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
274,20180274,M,246,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,65,,67,,,,69.1,74.2,,,,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
275,20180275,M,245,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),0,,49,,64.5,,,51.4,74.3,,,,,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
276,20180276,M,260,NA,IP (X),SCHOOL X,0,,61,,63.5,,,,78,68.3,,,,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
277,20180277,F,251,NA,IP (Y),SCHOOL Y,0,,57,,75,,,61.2,77.4,,,,,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
278,20180278,F,246,NA,IP (Y),SCHOOL Y,0,,58,,63,,,,64.7,66.3,,,,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
279,20180279,M,0,NA,IP (X),SCHOOL X,0,,56,,74,,,64.8,63.3,,,,,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
280,20180280,M,257,NA,IP (X),SCHOOL X,0,,55,,57,,,63.9,66.1,,,,,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
281,20180281,M,0,NA,DSA,NAN HUA HIGH SCHOOL,0,,69,,76,,,63.6,,,,,,62.7,,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1
282,20180282,M,258,NA,IP (X),SCHOOL X,0,,69,,77,,,,77.5,65.1,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,1
283,20180283,F,257,NA,IP (Y),SCHOOL Y,0,,73,,72,,,57.9,74.6,,,,,,,,,,,,,,68.6,,,,,,,,,,,,,,,,,,,,1
284,20180284,M,241,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,66,,68,,,61.8,59.8,,,,,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
285,20180285,F,247,NA,DSA (CCA),METHODIST GIRLS' SCHOOL (SECONDARY),0,,51,,67.5,,,48.9,59.5,,,,,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
286,20180286,F,0,NA,JAE Ordinary Admission,WHITLEY SECONDARY SCHOOL,0,,48,,74,,,63.1,76.4,,,,,59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
287,20180287,M,236,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,0,,68,,68.5,,,,83.2,77.3,,,,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
288,20180288,F,250,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,0,,55,,89.5,,,71.8,82.3,,,,,,,,,,,,,,,,,,,,,,,,,82.2,,,,,,,,,2
289,20180289,F,248,NA,IP (Y),SCHOOL Y,0,,61,,45,,,,46.3,60.2,,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
290,20180290,M,240,NA,IP (X),SCHOOL X,0,,54,,45.5,,,45,65.7,,,,,,,,,,,,,,,,,,,,,,,,,57.8,,,,,,,,,1
291,20180291,F,263,NA,IP (Y),SCHOOL Y,0,,59,,80.5,,,,72.4,74.9,,,,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,53.3,,,1
292,20180292,M,243,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,56,,53.5,,,45.8,48.1,,,,,,,,,,,,,,,,,,,,,,,,,58.9,,,,,,,,,1
293,20180293,M,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,60,,59.5,,,65,70.6,,,,,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
294,20180294,M,243,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,61,,57.5,,,52.8,69.6,,,,,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
295,20180295,M,255,NA,IP (X),SCHOOL X,0,,72,,54.5,,,48.4,61.8,,,,,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
296,20180296,M,249,NA,IP (X),SCHOOL X,0,,63,,72.5,,,72,82.5,,,,,62.8,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,1
297,20180297,F,248,NA,IP (Y),SCHOOL Y,0,,56,,86,,,74.1,89.1,,,,,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
298,20180298,F,257,NA,IP (Y),SCHOOL Y,0,,58,,66,,,,68.4,64.6,,,,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
299,20180299,F,255,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,0,,60,,70,,,66,77.4,,,,,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300,20180300,F,249,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,0,,60,,52.5,,,,,,,,,43.2,,57,,,,,,,,,,,,,,,,,62.7,,,,,,,,,,1
301,20180301,F,253,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,0,,63,,55,,,46.4,,,,,,43.3,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,1
302,20180302,F,245,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,0,,63,,62.5,,,,68.2,69.1,,,,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
303,20180303,F,255,NA,IP (Y),SCHOOL Y,0,,56,,39.5,,,47,50.1,,,,,,,,,,,,,,,,,,,,,,,,,48.9,,,,,,,,,1
304,20180304,F,260,NA,IP (Y),SCHOOL Y,0,,67,,69,,,,66.3,70.6,,,,MC,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,,,1
305,20180305,F,265,NA,IP (Y),SCHOOL Y,0,,60,,82,,,,84.6,81.1,,,,77.7,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,1
306,20180306,M,264,NA,IP (X),SCHOOL X,0,,63,,71,,,,66.7,62.1,,,,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
307,20180307,M,256,NA,IP (X),SCHOOL X,0,,57,,47.5,,,,,,53.3,,,41.3,,,,,,,,,55.2,,,,,,,,,,,,,,,,,,,,2
308,20180308,M,263,NA,IP (X),SCHOOL X,0,,64,,77,,,77.1,79.2,,,,,62.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
309,20180309,F,0,NA,JAE Ordinary Admission,MARSILING SECONDARY SCHOOL,0,,52,,42,,,49.3,,,,,,43.2,,,,,,,,65.5,,,,,,,,,,,,,,,,,,,,,1
310,20180310,F,264,NA,IP (Y),SCHOOL Y,0,,,70.8,,,,,,,,67.3,,,54.8,,,,68,,,,,,,,,,,,,,,,,,,,,,,,1
311,20180311,M,258,NA,IP (X),SCHOOL X,0,,52,,49.5,,,,,,,,,,,,,,,,,74.5,78.6,,,,,,,,,,,66.7,,,,,,,,,1
312,20180312,F,265,NA,IP (Y),SCHOOL Y,0,,61,,65,,,,67.3,63.1,,,,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
313,20180313,M,244,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,0,,63,,66,,,,,,61.3,,,65.6,,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2
314,20180314,F,254,NA,IP (Y),SCHOOL Y,0,,61,,75,,,,70.3,65.1,,,,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
315,20180315,M,256,NA,IP (X),SCHOOL X,0,,54,,64,,,,75.9,70,,,,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,2
316,20180316,F,247,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,0,,53,,78.5,,,59.7,69,,,,,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
