NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,PW,GP,KI,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,JP2,SP2,MA1,PH1,CH1,BY1,EL1,EC1,EH1,EG1,MA3-MOE,PH3-MOE,CH3-MOE,BY3-MOE,EC3-MOE,S1_3-MOE,PW,MTL,P/F,RANK,%,MSG/GPA,PTS,NO OF CCA
20180261,F,259,NA,IP (Y),SCHOOL Y,A,D,,,E,,,,B,C,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,A,C,Passed,866,25,3,66.25,1
20180262,M,263,NA,DSA (CCA),SCHOOL X,A,D,,,C,,,U,U,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1109,3,5,41.25,1
20180263,M,257,NA,IP (X),SCHOOL X,A,C,,,S,,,,,,,,,E,,C,,,,,,,,,,,,,,,,,B,,,,,,,,,,A,A,Passed,1003,13,3.9,56.25,1
20180264,F,0,NA,IP (Y),SCHOOL Y,A,,,A,A,,,,,,,B,,,A,,,,,,,,,,,,,,,,,,,,,,ME,,,,,,A,A,Passed,65,94,1.2,87.5,1
20180265,F,0,NA,IP (Y),SCHOOL Y,A,D,,,A,,A,A,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,A,A,Passed,144,87,1,86.25,1
20180266,F,247,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,A,B,,,D,,,E,S,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,944,18,3.9,61.25,1
20180267,F,268,NA,DSA (CCA),SCHOOL Y,A,D,,,U,,,,U,U,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,A,B,Failed,1150,0,6.1,18.75,1
20180268,F,258,NA,IP (Y),SCHOOL Y,A,B,,,B,,,,B,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,470,59,2.1,78.75,1
20180269,M,256,NA,IP (X),SCHOOL X,A,S,,,A,,,B,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,594,48,1.7,76.25,1
20180270,M,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,C,,,B,,,C,B,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,728,37,2.8,72.5,1
20180271,M,256,NA,IP (X),SCHOOL X,A,A,,,A,,,,,,,B,,,B,,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,144,87,1.4,86.25,1
20180272,M,256,NA,IP (X),SCHOOL X,A,B,,,C,,,,A,B,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,267,76,1.7,83.75,1
20180273,M,241,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),A,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,65,94,1.2,87.5,1
20180274,M,246,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,B,B,,,B,,,,B,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,C,Passed,420,63,2,80,1
20180275,M,245,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),A,E,,,B,,,D,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,470,59,1.9,78.75,2
20180276,M,260,NA,IP (X),SCHOOL X,A,B,,,B,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,361,68,1.9,81.25,2
20180277,F,251,NA,IP (Y),SCHOOL Y,A,C,,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,267,76,1.4,83.75,1
20180278,F,246,NA,IP (Y),SCHOOL Y,A,C,,,B,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,594,48,2.3,76.25,1
20180279,M,0,NA,IP (X),SCHOOL X,A,C,,,A,,,B,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,361,68,1.7,81.25,2
20180280,M,257,NA,IP (X),SCHOOL X,A,C,,,C,,,B,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,531,54,2.1,77.5,1
20180281,M,0,NA,DSA,NAN HUA HIGH SCHOOL,A,B,,,A,,,B,,,,,,B,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,192,83,1.4,85,1
20180282,M,258,NA,IP (X),SCHOOL X,A,B,,,A,,,,A,B,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,A,A,Passed,192,83,1.4,85,1
20180283,F,257,NA,IP (Y),SCHOOL Y,A,A,,,A,,,C,A,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,192,83,1.7,85,1
20180284,M,241,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,B,,,B,,,B,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,531,54,2.3,77.5,1
20180285,F,247,NA,DSA (CCA),METHODIST GIRLS' SCHOOL (SECONDARY),B,D,,,B,,,E,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,792,31,2.9,70,1
20180286,F,0,NA,JAE Ordinary Admission,WHITLEY SECONDARY SCHOOL,A,E,,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,361,68,1.4,81.25,1
20180287,M,236,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,A,B,,,B,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,192,83,1.4,85,2
20180288,F,250,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,A,C,,,A,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,A,B,Passed,65,94,1,87.5,2
20180289,F,248,NA,IP (Y),SCHOOL Y,B,B,,,E,,,,E,B,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,925,19,3.8,62.5,1
20180290,M,240,NA,IP (X),SCHOOL X,B,D,,,E,,,E,B,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,B,E,Passed,960,16,3.6,60,1
20180291,F,263,NA,IP (Y),SCHOOL Y,B,C,,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,B,A,Passed,192,83,1.3,85,1
20180292,M,243,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,C,,,D,,,E,E,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,A,D,Passed,987,14,4,57.5,1
20180293,M,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,B,,,B,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,309,73,1.7,82.5,2
20180294,M,243,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,B,,,C,,,D,A,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,728,37,2.8,72.5,1
20180295,M,255,NA,IP (X),SCHOOL X,A,A,,,C,,,E,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,792,31,3.2,70,0
20180296,M,249,NA,IP (X),SCHOOL X,A,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,UC,,,,A,B,Passed,65,94,1.2,87.5,1
20180297,F,248,NA,IP (Y),SCHOOL Y,A,C,,,A,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,192,83,1.4,85,0
20180298,F,257,NA,IP (Y),SCHOOL Y,A,C,,,B,,,,B,B,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,361,68,1.7,81.25,2
20180299,F,255,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,A,B,,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,192,83,1.4,85,1
20180300,F,249,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,A,B,,,D,,,,,,,,,S,,C,,,,,,,,,,,,,,,,,B,,,,,,,,,,A,A,Passed,960,16,3.6,60,1
20180301,F,253,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,A,B,,,C,,,E,,,,,,S,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,A,E,Passed,944,18,3.9,61.25,1
20180302,F,245,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,A,B,,,B,,,,B,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,470,59,2.1,78.75,1
20180303,F,255,NA,IP (Y),SCHOOL Y,A,C,,,S,,,E,D,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,A,B,Passed,1058,8,4.5,50,1
20180304,F,260,NA,IP (Y),SCHOOL Y,A,B,,,B,,,,B,A,,,,MC,,,,,,,,,,,,,,,,,,,,,,,,,,DI,,,A,B,Passed,688,40,1.6,73.75,1
20180305,F,265,NA,IP (Y),SCHOOL Y,A,B,,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,,A,A,Passed,25,97,1,88.75,1
20180306,M,264,NA,IP (X),SCHOOL X,A,B,,,A,,,,B,B,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,470,59,2.3,78.75,1
20180307,M,256,NA,IP (X),SCHOOL X,A,C,,,E,,,,,,D,,,S,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,A,A,Passed,987,14,4.1,57.5,2
20180308,M,263,NA,IP (X),SCHOOL X,A,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,65,94,1.2,87.5,1
20180309,F,0,NA,JAE Ordinary Admission,MARSILING SECONDARY SCHOOL,B,D,,,S,,,E,,,,,,S,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,B,A,Passed,1058,8,4.4,50,1
20180310,F,264,NA,IP (Y),SCHOOL Y,A,,,A,,,,,,,,B,,,C,,,,B,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,420,63,1.9,80,1
20180311,M,258,NA,IP (X),SCHOOL X,A,D,,,D,,,,,,,,,,,,,,,,,A,A,,,,,,,,,,,B,,,,,,,,,A,A,Passed,531,54,1.9,77.5,1
20180312,F,265,NA,IP (Y),SCHOOL Y,A,B,,,B,,,,B,B,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,420,63,1.9,80,1
20180313,M,244,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,A,B,,,B,,,,,,B,,,B,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,420,63,1.9,80,2
20180314,F,254,NA,IP (Y),SCHOOL Y,A,B,,,A,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,267,76,1.7,83.75,1
20180315,M,256,NA,IP (X),SCHOOL X,A,D,,,B,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,DI,,,A,B,Passed,361,68,1.7,81.25,2
20180316,F,247,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,D,,,A,,,B,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,E,Passed,531,54,2.1,77.5,2
20180317,F,250,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,B,,,U,,,,,E,C,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,A,A,Passed,1025,11,4,53.75,1
20180318,F,242,NA,DSA (CCA),CRESCENT GIRLS' SCHOOL,A,E,,,D,,,,D,B,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,A,B,Passed,866,25,2.9,66.25,1
20180319,M,253,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,A,D,,,A,,,,A,B,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,420,63,1.9,80,1
20180320,F,250,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,A,B,,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,192,83,1.4,85,1
20180321,F,0,NA,DSA,BUKIT PANJANG GOVT. HIGH SCHOOL,A,B,,,B,,,B,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,PA,,A,A,Passed,192,83,1.4,85,2
20180322,F,263,NA,IP (Y),SCHOOL Y,A,E,,,B,,,D,B,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,688,40,2.3,73.75,1
20180323,M,246,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,B,C,,,A,,,C,B,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,688,40,2.7,73.75,1
20180324,F,268,NA,IP (Y),SCHOOL Y,A,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,65,94,1.2,87.5,1
20180325,F,270,NA,IP (Y),SCHOOL Y,A,B,,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,65,94,1.2,87.5,1
20180326,F,246,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,A,D,,,S,,,,C,,,,,E,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,A,B,Passed,1038,10,4.1,52.5,1
20180327,M,237,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,A,C,,,C,,,,B,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,531,54,2.1,77.5,1
20180328,M,237,NA,JAE Ordinary Admission,XINMIN SECONDARY SCHOOL,A,C,,,B,,,,A,B,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,531,54,2.3,77.5,1
20180329,M,256,NA,IP (X),SCHOOL X,A,A,,,A,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,65,94,1.4,87.5,1
20180330,F,237,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,A,E,,,C,,,S,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,887,23,3.2,65,1
20180331,M,261,NA,IP (X),SCHOOL X,A,A,,,A,,,,,,,B,,,C,,,,A,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,192,83,1.7,85,1
20180332,M,258,NA,DSA (CCA),SCHOOL X,A,B,,,U,,,,E,C,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,A,A,Passed,1038,10,4.1,52.5,1
20180333,M,245,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,A,,,A,,,,,,,,A,,,B,,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,E,Passed,192,83,1.4,85,2
20180334,F,249,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,A,D,,,B,,,,A,B,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,531,54,2.1,77.5,1
20180335,F,254,NA,IP (Y),SCHOOL Y,A,D,,,S,,,,E,D,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,A,B,Passed,1038,10,4.1,52.5,1
20180336,M,267,NA,IP (X),SCHOOL X,A,A,,,A,,,,A,A,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1,100,1,90,2
20180337,F,252,NA,IP (Y),SCHOOL Y,A,B,,,S,,,,E,E,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,A,A,Passed,1038,10,4.4,52.5,1
20180338,F,257,NA,IP (Y),SCHOOL Y,A,B,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,ME,,,,,,A,A,Passed,65,94,1.2,87.5,1
20180339,M,257,NA,IP (X),SCHOOL X,A,B,,,B,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,UC,,,,A,A,Passed,192,83,1.4,85,2
20180340,F,231,NA,IP (Y),SCHOOL Y,A,S,,,U,,E,,,,,,,,,,,,,,,,D,,,,,,,,E,,,,,,,,,,,,A,A,Passed,1115,3,4.8,40,1
20180341,F,0,NA,IP (Y),SCHOOL Y,A,B,,,U,,,,C,C,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,972,15,4.1,58.75,1
20180342,F,248,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,A,C,,,C,,,,C,D,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,866,25,3.2,66.25,1
20180343,F,259,NA,IP (Y),SCHOOL Y,A,D,,,U,,,,,,,,,U,,E,,,,,,,,,,,,,,,,,D,,,,,,,,,,A,C,Passed,1134,1,5.4,32.5,1
20180344,M,248,NA,IP (X),SCHOOL X,A,B,,,A,,,A,C,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,267,76,1.7,83.75,1
20180345,M,0,NA,JAE Ordinary Admission,NEW TOWN SECONDARY SCHOOL,A,B,,,E,,,,B,D,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,866,25,3.4,66.25,1
20180346,M,256,NA,IP (X),SCHOOL X,B,B,,,B,,,,A,B,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,C,Passed,470,59,2.2,78.75,1
20180347,M,250,NA,IP (X),SCHOOL X,A,,B,,,,,,,,C,,,,,B,,,,,,,,,,B,,,,,,,,,,,,,,,,,A,B,Passed,531,54,2.1,77.5,1
20180348,F,249,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,A,A,,,D,,,,,,A,,,B,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,361,68,2.1,81.25,1
20180349,M,258,NA,IP (X),SCHOOL X,B,C,,,B,,,D,C,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,B,C,Passed,792,31,2.8,70,1
20180350,F,240,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,A,D,,,E,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,814,29,3,68.75,1
20180351,F,254,NA,IP (Y),SCHOOL Y,A,C,,,A,,,B,A,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,A,A,Passed,309,73,1.7,82.5,1
20180352,F,261,NA,IP (Y),SCHOOL Y,A,B,,,B,,,,B,C,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,470,59,2.1,78.75,1
20180353,M,261,NA,IP (X),SCHOOL X,A,A,,,A,,,,A,,,,,B,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,25,97,1.2,88.75,1
20180354,M,262,NA,IP (X),SCHOOL X,A,C,,,D,,,U,C,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,1016,12,4.3,55,1
20180355,M,242,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,C,,,B,,,B,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,D,Passed,420,63,1.9,80,1
20180356,F,264,NA,IP (Y),SCHOOL Y,A,B,,,A,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,ME,,,A,A,Passed,144,87,1.4,86.25,2
20180357,F,263,NA,IP (Y),SCHOOL Y,A,C,,,B,,,,B,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,420,63,1.9,80,1
20180358,F,248,NA,IP (Y),SCHOOL Y,A,E,,,U,,,,,,,,,U,,,,S,,,,,,,,,,,,,U,,,,,,,,,,,,A,A,Failed,1149,0,6,20,1
20180359,M,256,NA,IP (X),SCHOOL X,A,B,,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,UC,,,,A,B,Passed,192,83,1.4,85,1
20180360,M,253,NA,IP (X),SCHOOL X,A,B,,,B,,A,,B,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,A,E,Passed,267,76,1.5,83.75,1
20180361,M,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,B,,,B,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,361,68,1.9,81.25,1
20180362,M,239,NA,IP (X),SCHOOL X,A,D,,,E,,,D,S,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,1025,11,4.3,53.75,2
20180363,M,260,NA,IP (X),SCHOOL X,A,B,,,C,,,,B,B,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,470,59,2.1,78.75,1
20180364,F,239,NA,IP (Y),SCHOOL Y,B,B,,,,,,,,,B,,,E,,,,C,,,,,,,,,,,A,,,,,,,,,,,,,,B,E,Passed,792,31,2.9,70,1
20180365,F,262,NA,IP (Y),SCHOOL Y,A,C,,,A,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,ME,,,A,A,Passed,192,83,1.4,85,2
20180366,M,248,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,C,,,A,,,,A,B,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,A,B,Passed,192,83,1.3,85,1
20180367,M,251,NA,DSA,SCHOOL X,A,B,,,A,,,D,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,420,63,2.1,80,2
20180368,F,267,NA,IP (Y),SCHOOL Y,A,B,,,D,,,,C,B,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,638,44,2.6,75,1
20180369,M,254,NA,IP (X),SCHOOL X,A,D,,,B,,,D,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,638,44,2.3,75,1
20180370,F,265,NA,IP (Y),SCHOOL Y,A,B,,,A,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,,ME,,,,,,A,A,Passed,144,87,1.4,86.25,1
20180371,F,0,NA,JAE Ordinary Admission,QUEENSTOWN SECONDARY SCHOOL,A,C,,,C,,,C,C,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,A,A,Passed,728,37,2.6,72.5,1
20180372,M,254,NA,IP (X),SCHOOL X,A,C,,,D,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,764,33,2.8,71.25,2
20180373,F,0,NA,JAE Ordinary Admission,BUKIT VIEW SECONDARY SCHOOL,A,C,,,B,,,C,B,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,A,A,Passed,531,54,2.1,77.5,1
20180374,F,246,NA,DSA (CCA),CEDAR GIRLS' SECONDARY SCHOOL,B,C,,,S,,,U,S,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,B,B,Failed,1127,2,5.3,35,1
20180375,F,258,NA,IP (Y),SCHOOL Y,A,B,,,A,,,D,,,,,,C,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,420,63,2.1,80,1
20180376,M,232,NA,DSA (CCA),ST. ANDREW'S SECONDARY SCHOOL,A,D,,,D,,,S,B,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,S,Passed,1025,11,4.1,53.75,1
20180377,F,246,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,A,B,,,S,,,,,,C,,,C,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,814,29,3.2,68.75,1
20180378,M,256,NA,IP (X),SCHOOL X,A,A,,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,ME,,,,,,A,A,Passed,1,100,1,90,1
20180379,M,245,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,B,B,,,B,,,B,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,D,Passed,594,48,2.4,76.25,1
20180380,M,259,NA,IP (X),SCHOOL X,A,C,,,C,,,,MC,C,,,,MC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,1077,6,2.6,47.5,1
20180381,M,232,NA,JAE Ordinary Admission,WEST SPRING SECONDARY SCHOOL,B,C,,,E,,,E,C,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,B,E,Passed,972,15,3.9,58.75,1
20180382,M,260,NA,IP (X),SCHOOL X,A,D,,,C,,,,B,S,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,905,21,3.4,63.75,1
20180383,F,250,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,A,,,A,,,,,,,,B,,,D,,,,A,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,420,63,1.9,80,2
20180384,M,242,NA,JAE Ordinary Admission,ST. JOSEPH'S INSTITUTION,A,B,,,E,,,U,D,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,1051,9,4.8,51.25,1
20180385,M,257,NA,IP (X),SCHOOL X,B,A,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,PA,,,,B,A,Passed,65,94,1.3,87.5,3
20180386,M,254,NA,JAE Ordinary Admission,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",A,B,,,E,,,,,,A,,,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,267,76,1.9,83.75,1
20180387,M,257,NA,IP (X),SCHOOL X,A,B,,,B,,,,A,A,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,DI,,,A,A,Passed,309,73,1.9,82.5,2
20180388,M,206,NA,DSA (CCA),CATHOLIC HIGH SCHOOL,B,E,,,U,,,U,S,,,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,B,S,Failed,1145,0,6,21.25,1
20180389,F,247,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,A,C,,,A,,,,A,B,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,267,76,1.4,83.75,1
20180390,F,270,NA,IP (Y),SCHOOL Y,A,A,,,B,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,144,87,1.4,86.25,3
20180391,F,259,NA,IP (Y),SCHOOL Y,A,C,,,B,,,,B,,,,,,,,,C,,,,,,,,,,,,,,,,B,,,,,,,,,A,B,Passed,594,48,2.1,76.25,1
20180392,F,262,NA,IP (Y),SCHOOL Y,A,C,,,D,,,,D,C,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,960,16,3.9,60,1
20180393,F,234,NA,DSA (CCA),TEMASEK SECONDARY SCHOOL,A,D,,,S,,,,,,,,,E,,,,B,,,,,,,,,,,,,,,C,,,,,,,,,,A,E,Passed,1003,13,3.8,56.25,1
20180394,F,268,NA,IP (Y),SCHOOL Y,A,,,A,,,,,,,,A,,,E,,B,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,531,54,2.1,77.5,2
20180395,F,261,NA,IP (Y),SCHOOL Y,A,B,,,B,,,D,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,420,63,2.1,80,1
