NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,PW,KI,GP,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,JP2,SP2,MA1,PH1,CH1,EL1,EC1,EG1,MA3-MOE,PH3-MOE,CH3-MOE,BY3-MOE,EC3-MOE,S1_3-MOE,S2_3-MOE,PW,MTL,P/F,RANK,%,MSG/GPA,PTS,NO OF CCA
20200402,M,0,NA,IP (X),SCHOOL X,A,,MC,,MC,,,EX,,,,,,EX,,,,,,,,,,,,,,,,,MC,,,,,,,,,,,A,B,Failed,1056,0,1,10,0
20200403,M,0,NA,IP (X),SCHOOL X,A,,C,,B,,,D,C,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,807,24,3.4,65,1
20200404,F,0,NA,IP (Y),SCHOOL Y,A,,B,,A,,,B,A,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,328,69,1.9,82.5,1
20200405,F,0,NA,JAE Ordinary Admission,METHODIST GIRLS' SCHOOL (SECONDARY),A,,A,,C,,,,B,A,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,328,69,1.9,82.5,1
20200406,M,0,NA,IP (X),SCHOOL X,A,,B,,A,,A,,B,,,,,D,,,,,,,,,,,,,,,,,,,,,ME,,,,,,,A,C,Passed,328,69,1.9,82.5,1
20200407,M,0,NA,IP (X),SCHOOL X,A,,B,,A,,A,A,,,,,,A,,,,,,,,,,,,,,,,,,,,,ME,,,,,,,A,B,Passed,61,94,1,88.75,1
20200408,F,0,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,A,,A,,S,,,U,U,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,E,Passed,997,6,5.4,37.5,1
20200409,F,0,NA,IP (Y),SCHOOL Y,A,,B,,C,,,D,D,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,766,27,3.2,67.5,1
20200410,M,0,NA,IP (X),SCHOOL X,A,,A,,A,,,,,,,A,B,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,61,94,1.2,88.75,2
20200411,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,,B,,E,,,,B,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,636,40,2.8,73.75,1
20200412,F,0,NA,IP (Y),SCHOOL Y,A,,C,,U,,,D,S,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,A,E,Passed,984,7,4.9,41.25,0
20200413,F,0,NA,IP (Y),SCHOOL Y,B,,C,,E,,,E,S,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,952,10,4.9,48.75,1
20200414,M,0,NA,IP (X),SCHOOL X,A,,B,,A,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,189,82,1.4,86.25,1
20200415,M,0,NA,IP (X),SCHOOL X,A,,A,,A,,,A,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,,DI,,,,,A,A,Passed,1,100,1,90,1
20200416,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,A,,A,,A,,,,A,B,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,61,94,1.2,88.75,1
20200417,F,0,NA,JAE Ordinary Admission,BUKIT PANJANG GOVT. HIGH SCHOOL,A,,B,,,,,,,,D,,,E,,D,,,,,,,,,,,,,B,,,,,,,,,,,,,A,C,Passed,834,21,3.6,62.5,1
20200418,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,A,,C,,U,,,,S,E,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,1014,4,5.7,32.5,1
20200419,M,0,NA,IP (X),SCHOOL X,A,,B,,E,,,C,B,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,782,26,3.4,66.25,1
20200420,M,0,NA,IP (X),SCHOOL X,A,,B,,A,,,,A,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,280,73,1.7,83.75,3
20200421,M,0,NA,IP (X),SCHOOL X,A,,A,,A,,,,,,,A,,,,,A,,,,,,A,,,,,,,,,,,,,,,,,,,A,A,Passed,1,100,1,90,2
20200422,F,0,NA,IP (Y),SCHOOL Y,A,,,A,C,,,,,,,A,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,538,49,2.1,77.5,2
20200423,F,0,NA,JAE Ordinary Admission,CHIJ KATONG CONVENT,A,,C,,S,,,,D,E,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,A,A,Passed,920,13,4.3,55,1
20200424,F,0,NA,IP (Y),SCHOOL Y,A,,,A,B,,,,,,,B,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,538,49,2.1,77.5,1
20200425,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,,D,,A,,,D,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,608,42,2.3,75,1
20200426,M,0,NA,IP (X),SCHOOL X,A,,A,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,DI,,,,,,,A,A,Passed,61,94,1.2,88.75,2
20200427,F,0,NA,IP (Y),SCHOOL Y,A,,C,,U,,,,U,U,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Failed,1051,1,6.3,17.5,1
20200428,M,246,Repeat Yr1,DSA (CCA),RAFFLES INSTITUTION,,,C,,C,,,E,C,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,E,Passed,909,14,3.4,56.25,1
20200429,F,0,NA,IP (Y),SCHOOL Y,A,,B,,B,,,,B,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,394,62,1.9,81.25,1
20200430,M,0,NA,IP (X),SCHOOL X,A,,B,,B,,,,,,,B,,,C,,B,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,489,54,2.1,78.75,1
20200431,F,0,NA,IP (Y),SCHOOL Y,A,,B,,A,,,,C,C,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,489,54,2.1,78.75,1
20200432,M,0,NA,IP (X),SCHOOL X,A,,,A,A,,,,,,,A,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,1,100,1,90,1
20200433,F,0,NA,IP (Y),SCHOOL Y,A,,A,,A,,A,A,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,DI,,,A,A,Passed,61,94,1.2,88.75,1
20200434,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,,C,,D,,,,D,E,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,834,21,3.7,62.5,1
20200435,M,0,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,B,,C,,A,,,,D,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,608,42,2.4,75,1
20200436,F,0,NA,IP (Y),SCHOOL Y,A,,A,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,DI,,,,,A,A,Passed,1,100,1,90,1
20200437,F,0,NA,IP (Y),SCHOOL Y,A,A,,,B,,,,B,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,429,59,1.9,80,1
20200438,F,0,NA,IP (Y),SCHOOL Y,B,,B,,A,,,B,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,489,54,2.2,78.75,1
20200439,F,232,NA,DSA (CCA),METHODIST GIRLS' SCHOOL (SECONDARY),A,,B,,A,,,,,,A,,,B,,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,121,88,1.2,87.5,1
20200440,M,0,NA,IP (X),SCHOOL X,B,,B,,C,,,,E,E,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,834,21,3.8,62.5,1
20200441,M,0,NA,IP (X),SCHOOL X,A,,B,,A,,,A,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,227,78,1.4,85,1
20200442,F,0,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,A,,C,,D,,,,B,B,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,636,40,2.6,73.75,1
20200443,F,0,NA,IP (Y),SCHOOL Y,A,,B,,C,,,,U,,,,,,,,,,,,,B,,B,,,,,,,,,,,,,,,,,,A,A,Passed,748,29,3.2,68.75,1
20200444,F,0,NA,JAE Ordinary Admission,BUKIT PANJANG GOVT. HIGH SCHOOL,A,,C,,U,,,,B,D,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,A,A,Passed,899,15,4.1,57.5,1
20200445,F,0,NA,IP (Y),SCHOOL Y,A,,B,,A,,,,A,A,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,A,A,Passed,121,88,1.2,87.5,1
20200446,F,0,NA,IP (Y),SCHOOL Y,A,,A,,D,,,,,,,A,,,C,,A,,,,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,394,62,2.1,81.25,1
20200447,F,0,NA,JAE Ordinary Admission,PRESBYTERIAN HIGH SCHOOL,B,,B,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,189,82,1.3,86.25,1
20200448,M,0,NA,IP (X),SCHOOL X,B,,B,,U,,,,,,,,,D,,C,,,,,,,,,,,,,,,,A,,,,,,,,,,B,B,Passed,920,13,3.9,55,2
20200449,M,0,NA,IP (X),SCHOOL X,A,,C,,S,,S,,D,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,990,6,5.2,40,1
20200450,F,0,NA,JAE Ordinary Admission,CHIJ SECONDARY (TOA PAYOH),A,,D,,U,,,,U,U,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,A,A,Failed,1038,2,6,21.25,1
20200451,F,0,NA,JAE Ordinary Admission,TANJONG KATONG GIRLS' SCHOOL,A,,B,,A,,,,B,B,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,328,69,1.7,82.5,1
20200452,F,0,NA,IP (Y),SCHOOL Y,A,,A,,A,,,,A,A,,,,,,,,,,,,,A,,,,,,,,,,,,,,,DI,,,,A,A,Passed,1,100,1,90,1
20200453,F,0,NA,IP (Y),SCHOOL Y,A,,A,,B,,,B,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,538,49,2.3,77.5,1
20200454,M,0,NA,IP (X),SCHOOL X,B,,B,,A,,,B,,,,,,,,,,,,A,,,,B,,,,,,,,,,,,,,,,ME,,B,A,Passed,280,73,1.6,83.75,1
20200455,F,0,NA,IP (Y),SCHOOL Y,A,,C,,C,,B,E,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,807,24,3.4,65,1
20200456,M,0,NA,IP (X),SCHOOL X,A,,A,,A,,,,,,,A,,,A,,A,,,,,,,,,,,,,,,,,,ME,,,,,,,A,A,Passed,1,100,1,90,2
20200457,F,0,NA,IP (Y),SCHOOL Y,A,,B,,E,,,,,,,B,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,572,46,2.6,76.25,1
20200458,M,0,NA,IP (X),SCHOOL X,B,,B,,D,,,,,,D,,,,,,,U,,,,E,,,,,,,,,,,,,,,,,,,,B,A,Passed,936,11,4.7,52.5,1
20200459,F,0,NA,IP (Y),SCHOOL Y,A,,B,,B,,,D,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,608,42,2.6,75,1
20200460,F,0,NA,IP (Y),SCHOOL Y,A,,B,,B,,,B,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,429,59,1.9,80,1
20200461,M,0,NA,IP (X),SCHOOL X,A,,B,,A,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,ME,,,,,,,A,A,Passed,489,54,1,78.75,1
20200462,M,0,NA,IP (X),SCHOOL X,A,,E,,C,,,S,B,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,875,17,3.7,60,1
20200463,M,0,NA,IP (X),SCHOOL X,A,,B,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,121,88,1.2,87.5,1
20200464,F,0,NA,JAE Ordinary Admission,METHODIST GIRLS' SCHOOL (SECONDARY),B,,B,,D,,,U,B,,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,960,9,4.7,47.5,1
20200465,M,0,NA,IP (X),SCHOOL X,A,,A,,A,,,B,A,,,,,D,,,,,,,,,,,,,,,,,,,,,,,ME,,,,,A,B,Passed,280,73,1.9,83.75,1
20200466,F,0,NA,IP (Y),SCHOOL Y,B,,C,,B,,,C,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,676,36,2.7,72.5,2
20200467,M,0,NA,IP (X),SCHOOL X,A,,C,,A,,,B,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,489,54,2.1,78.75,1
20200468,F,0,NA,IP (Y),SCHOOL Y,A,,B,,S,,,,D,C,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,782,26,3.4,66.25,1
20200469,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,,B,,B,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,280,73,1.7,83.75,2
20200470,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,A,,A,,A,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,121,88,1.4,87.5,1
20200471,F,0,NA,IP (Y),SCHOOL Y,B,,B,,A,,,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,676,36,1.7,72.5,1
20200472,F,0,NA,IP (Y),SCHOOL Y,A,,A,,,,,,,,B,,,E,,,,D,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,748,29,3.1,68.75,1
20200473,F,263,NA,DSA (CCA),CEDAR GIRLS' SECONDARY SCHOOL,A,,B,,S,,,,B,B,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,708,33,3,71.25,1
20200474,M,0,NA,JAE Ordinary Admission,VICTORIA SCHOOL,A,,B,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,PA,,,,,,,A,A,Passed,121,88,1.2,87.5,1
20200475,F,0,NA,IP (Y),SCHOOL Y,A,,B,,B,,,C,B,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,A,A,Passed,489,54,2.1,78.75,1
20200476,F,0,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),A,,B,,C,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,394,62,1.9,81.25,1
20200477,M,0,NA,IP (X),SCHOOL X,A,,B,,A,,,B,C,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,DI,,A,B,Passed,280,73,1.7,83.75,1
20200478,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,A,,A,,C,,,,,,,,,B,,B,,,,,,,,,,,,,,,A,,,,,,,,,,,A,B,Passed,429,59,2,80,1
20200479,M,0,NA,IP (X),SCHOOL X,A,,C,,E,,,S,E,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,936,11,4.6,52.5,1
20200480,M,0,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,A,,B,,A,,,A,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,227,78,1.4,85,1
20200481,F,0,NA,IP (Y),SCHOOL Y,A,,C,,S,,,,B,C,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,807,24,3.4,65,1
20200482,M,0,NA,IP (X),SCHOOL X,A,,B,,A,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,A,A,Passed,189,82,1.4,86.25,1
20200483,F,0,NA,IP (Y),SCHOOL Y,A,,B,,C,,,,B,B,,,,C,,,,,,,,,,,,,,,,,,,,,UC,,,,,,,A,A,Passed,572,46,2.3,76.25,1
20200484,M,0,NA,IP (X),SCHOOL X,A,,B,,S,,,,C,C,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,909,14,4.1,56.25,2
20200485,M,0,Repeat Yr2,JAE Ordinary Admission,LOYANG VIEW SECONDARY SCHOOL,B,,E,,MC,,,U,,,,,,,,,,,,,,C,,,,,,,,,,,EX,,,,,,,,,B,A,Failed,1022,3,4.4,28.75,0
20200486,F,0,NA,JAE Ordinary Admission,BUKIT MERAH SECONDARY SCHOOL,A,,B,,S,,,,,,,,D,D,,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,852,19,3.9,61.25,1
20200487,F,0,NA,IP (Y),SCHOOL Y,A,,D,,A,,,,A,B,,,,B,,,,,,,,,,,,,,,,,,,,,,,PA,,,,,A,A,Passed,328,69,1.4,82.5,1
20200488,F,0,NA,IP (Y),SCHOOL Y,A,A,,,A,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1,100,1,90,2
20200489,M,0,NA,IP (X),SCHOOL X,A,,C,,U,,,E,,,,,,C,,,,,,A,,,,,,,,,,,,,,,,,,,,UC,,A,A,Passed,834,21,3.7,62.5,1
20200490,M,0,NA,JAE Ordinary Admission,MONTFORT SECONDARY SCHOOL,A,,S,,B,,A,B,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,A,A,Passed,572,46,1.7,76.25,1
20200491,F,0,NA,JAE Ordinary Admission,JUNYUAN SECONDARY SCHOOL,A,,C,,A,,,,A,B,,,,,,,,,,,,B,,,,,,,,,,,,,,,PA,,,,,A,A,Passed,280,73,1.4,83.75,1
20200492,M,0,NA,IP (X),SCHOOL X,B,,D,,U,,U,,,,,,,,,,,,,,,E,,,,,,,,S,,,,,,,,,,,,B,A,Failed,1023,3,5.8,27.5,1
20200493,M,0,NA,IP (X),SCHOOL X,A,,A,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,EX,,,A,A,Passed,1,100,1,90,1
20200494,F,0,NA,DSA,METHODIST GIRLS' SCHOOL (SECONDARY),A,,A,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,,,DI,,,,A,A,Passed,1,100,1,90,1
20200495,F,0,NA,IP (Y),SCHOOL Y,A,,B,,A,,,B,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,394,62,1.9,81.25,1
20200496,F,0,NA,IP (Y),SCHOOL Y,A,,B,,A,,,B,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,328,69,1.7,82.5,1
20200497,M,0,NA,IP (X),SCHOOL X,A,,A,,A,,,,,,,B,,,B,,A,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,189,82,1.4,86.25,2
20200498,F,0,NA,IP (Y),SCHOOL Y,A,,B,,B,,,,D,C,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,ME,,A,A,Passed,538,49,2.3,77.5,2
20200499,F,0,NA,IP (Y),SCHOOL Y,A,,B,,D,,,,C,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,727,31,3,70,1
20200500,F,0,NA,JAE Ordinary Admission,SWISS COTTAGE SECONDARY SCHOOL,A,,B,,D,,,,D,,,,,C,,,,A,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,676,36,2.8,72.5,1
