NEWID,GENDER,INTAKE,STREAM,SEC SCHOOL,RELIGION,CITIZENSHIP,REPEAT,MSG,L1R5,EL1,HMTL,MTL2,B2,DSS,BT,FE,EM,AM,PHY,CHM,BIO,PC,PB,CB,SSL,PE,COM,EC,PA,CH,SLC,SSH,SSG,HA,HMU,LEL,LCL,HSY,GEO,ART,MU,AL,CLB,IN,MSP,HH,HG,HL,IH,IHC,FR,GM,JP,EM2,AM2,PO2,CO2,BO2,EO2,GO2,IH2,LA2,SP
20190308,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1,6,A1,A1,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190309,M,JAE Ordinary Admission,Science,MARIS STELLA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,B3,A1,A1,,,,,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190310,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE PR (MALAYSIAN),,2.28,6,B3,B3,,,,,,A1,A1,A1,A1,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190311,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.22,6,A2,A2,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190312,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,A1,B3,A1,,,,,A2,A1,,A2,B4,,,,,,,,,,,B3,,,,A1,,,,,,,,,B4,,,,,,,,,,,,,,,,,,
20190313,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,C5,A2,,,,,A1,A1,A2,A1,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190314,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.63,6,A2,B3,,,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190315,F,JAE Ordinary Admission,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,8,A1,B3,A1,,,,,A2,A2,,B3,A2,,,,,,,,,,,,A1,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190316,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,BUDDHIST,SINGAPORE PR (OTHER ASIAN),,0,7,A2,A2,A1,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,A1,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190317,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.88,6,B3,B3,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190318,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.1,6,A1,A2,,,,,,A1,A1,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190319,M,IP (X),Science,SCHOOL X,BUDDHIST,SINGAPORE CITIZEN,,1.11,6,A2,A2,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190320,M,JAE Ordinary Admission,Science,FAIRFIELD METHODIST SCHOOL (SECONDARY),CHRISTIAN,SINGAPORE CITIZEN,,0,6,A1,,A2,,,,,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190321,M,JAE Ordinary Admission,Science,COMMONWEALTH SECONDARY SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,6,A1,,B3,,,,,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190322,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,0,6,A1,D7,B3,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190323,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.6,6,A2,C6,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,A2,,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,
20190324,F,JAE Ordinary Admission,Science,CEDAR GIRLS' SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,C5,B3,,,,,A1,A1,A2,A1,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190325,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,7,A2,A2,A1,,,,,A1,A1,A2,A2,A2,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190326,F,Appeals (Academic),Science,CRESCENT GIRLS' SCHOOL,TAOIST,SINGAPORE CITIZEN,,,9,A2,A2,A1,,,,,A1,A1,A2,A2,A2,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,
20190327,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3.25,6,A2,A1,,,,,,C5,B4,,B4,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,B4,,,,,C5,A2,,B4,,,,,,
20190328,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.11,6,B3,C5,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,B3,,,,,,,,,,,,,,
20190329,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.5,6,A2,A2,,,,,,A1,C6,B3,A2,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190330,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE PR (OTHERS),,2.13,6,A1,A2,,,,,,A1,A1,B4,A2,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190331,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.82,6,A1,B3,,,,,,C5,,,C6,,,,,,,,,,,,,,B3,,A1,,,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190332,M,IP (X),Science,SCHOOL X,NO RELIGION,CHINESE,,1.88,6,B4,A1,,,,,,A1,A1,A1,A2,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,
20190333,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.56,6,B3,A1,,,,,,A2,B3,,B3,C6,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190334,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.3,6,B3,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190335,M,IP (X),Science,SCHOOL X,NO RELIGION,CHINESE,,1.56,6,B4,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,
20190336,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,3.22,6,A2,A2,,,,,,B3,E8,C5,A2,,,,,,,,,,,,,,,,A1,,A2,B3,,,,,,,,,,,,,C5,,,C6,,,,,,,,
20190337,M,JAE Ordinary Admission,Science,YUYING SECONDARY SCHOOL,NO RELIGION,CHINESE,,0,6,A1,A2,A1,,,,,A1,A1,A1,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190338,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.11,6,B3,A1,,,,,,A1,A2,A2,A2,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,A1,,,,,,,,,,,,,,
20190339,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,C5,A2,A1,,,,,A1,A1,A2,A1,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190340,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,B4,A1,,,,,,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190341,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.3,6,A2,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190342,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A2,C5,A1,,,,,A1,A1,A1,A2,,,,,,,,,,,,,A2,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190343,M,DSA,Science,ST. JOSEPH'S INSTITUTION,NO RELIGION,CHINESE,,,7,B3,A2,A1,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190344,M,JAE Ordinary Admission,Science,MARIS STELLA HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,7,A1,B3,B3,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190345,M,JAE Ordinary Admission,Science,GAN ENG SENG SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,B4,A1,A1,,,,,A2,A1,A1,A1,A1,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190346,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.75,6,A2,A2,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190347,F,IP (Y),Arts,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,3.56,6,B4,A2,,,,,,C6,C5,,B3,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,A2,,,,,D7,A1,,,,,,,,
20190348,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.56,6,A2,B3,,,,,,B3,B4,,B4,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,A1,,,,,,,,,,,,,,
20190349,M,JAE Ordinary Admission,Science,MARIS STELLA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,A2,C5,A1,,,,,A1,A1,A2,A1,,,,,,,,,,,,A2,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,
20190350,M,JAE Ordinary Admission,Science,MARIS STELLA HIGH SCHOOL,CHRISTIAN,SINGAPORE PR (MALAYSIAN),,0,9,B3,B3,B3,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190351,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.5,6,B3,D7,,,,,,A1,A1,A1,A2,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190352,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.5,6,B3,D7,,,,,,A2,B3,A2,B3,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,
20190353,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.25,6,B3,B3,,,,,,A1,A1,A2,A2,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,
20190354,F,IP (Y),Arts,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,2.28,6,A2,A2,,,,,,A1,B3,,B4,,,,,,,,,,,,,,A1,,,,A2,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190355,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.11,6,A1,A1,,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190356,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,3.33,6,B3,B3,,,,,,B3,B3,B4,B3,A2,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,A1,,,,,,,
20190357,F,JAE Ordinary Admission,Science,SWISS COTTAGE SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,B3,A2,,,,,A1,A1,A1,A2,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190358,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.8,6,B3,A2,,,,,,A1,A1,A2,A2,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190359,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.94,6,A2,A2,,,,,,A1,A1,B3,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190360,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,3.06,6,B3,B3,,,,,,B3,B3,,A2,C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190361,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.44,6,A2,B3,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190362,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,8,B3,B3,A1,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190363,M,IP (X),Science,SCHOOL X,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,1.89,6,B4,B3,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,A1,,,,,,,,,,,
20190364,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2,6,A1,D7,,,,,,A1,B4,A1,B3,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190365,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,A2,B3,A1,,,,,A1,A2,A1,A2,,,,,,,,,,,,A2,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190366,M,JAE Ordinary Admission,Science,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",ROMAN CATHOLICISM,SINGAPORE CITIZEN,,0,6,A1,,B3,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190367,F,IP (Y),Science,SCHOOL Y,CHRISTIAN,SINGAPORE CITIZEN,,1.56,6,A2,A2,,,,,,A1,A1,A1,A1,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190368,F,JAE Ordinary Admission,Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,0,8,A2,B3,A2,,,,,A1,A1,B3,A2,,,,,,,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190369,M,IP (X),Science,SCHOOL X,FREE THINKER,SINGAPORE CITIZEN,,3.5,6,C5,B3,,,,,,A1,A2,A2,A2,,,,,,,,,,,,,,,,,,,C6,,,,,,,,,,,,,,,,B3,,,,C5,,,,
20190370,F,JAE Ordinary Admission,Science,TANJONG KATONG GIRLS' SCHOOL,NO RELIGION,SINGAPORE PR (CHINESE),,0,8,A1,A2,A2,,,,,A2,A1,A2,A2,,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190371,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,3.38,6,A2,A2,,,,,,C5,B4,B4,C5,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,A1,B4,,,,,,,,
20190372,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.83,6,B4,A1,,,,,,A1,A2,,B4,C5,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,C5,,,,,,,,,,,,,,
20190373,F,JAE Ordinary Admission,Science,ANGLICAN HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,A1,A1,,,,,A1,A1,A2,A2,A1,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190374,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.5,6,B3,A1,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190375,F,JAE Ordinary Admission,Science,WOODLANDS SECONDARY SCHOOL,NO RELIGION,SINGAPORE PR (CHINESE),,,7,C6,A1,A1,,,,,A1,A1,A2,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190376,M,JAE Ordinary Admission,Science,BEATTY SECONDARY SCHOOL,NO RELIGION,SINGAPORE PR (CHINESE),,0,8,C6,A2,A1,,,,,A1,A1,A2,A1,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190377,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.5,6,A2,B3,,,,,,A1,A2,A1,A1,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20190378,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.17,6,A2,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,A1,,,A1,,,,,,,,,,,
20190379,M,JAE Ordinary Admission,Science,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,7,A1,C6,A2,,,,,A1,A2,A1,A2,A1,,,,A2,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190380,F,JAE Ordinary Admission,Science,KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,CHRISTIAN,SINGAPORE CITIZEN,,0,6,A1,,A1,,,,,A1,A1,,A2,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190381,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.44,6,A2,A2,,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190382,F,IP (Y),Arts,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.94,6,A2,B3,,,,,,A2,A2,,A1,B3,,,,,,,,,,,,,,,A1,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190383,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.11,6,A1,A1,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190384,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2,6,B3,B3,,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,
20190385,F,DSA (CCA),Science,CHIJ ST. NICHOLAS GIRLS' SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,9,A2,B4,A2,,,,,A1,A1,,A2,A2,,,,B3,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190386,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.72,6,B3,A1,,,,,,A1,B3,B3,B4,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,B3,,,,,,,,,,
20190387,M,JAE Ordinary Admission,Science,ANGLO-CHINESE SCHOOL (INDEPENDENT),NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,,B4,,,,,A1,A1,A1,A2,,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190388,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,1.7,6,B3,C5,,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190389,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.5,6,A2,B3,,,,,,B4,A2,A2,B3,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20190390,M,IP (X),Arts,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.5,6,A2,A2,,,,,,A2,C5,B3,B3,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20190391,M,DSA,Arts,CATHOLIC HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,,6,A1,D7,A1,,,,,A1,A1,A1,A1,A2,,,,,,,,,,,,A2,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,
20190392,M,IP (X),Science,SCHOOL X,ROMAN CATHOLICISM,SINGAPORE CITIZEN,,1.44,6,A2,B3,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190393,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.5,6,B4,C5,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,B4,,,,,,,,,,,,,,,,,,,,,,,,
20190394,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.4,6,A2,A2,,,,,,A1,A1,A1,A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190395,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,1.1,6,A1,B3,,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,A1,,A1,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190396,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.33,6,A1,A1,,,,,,A1,A1,,A2,B3,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,
20190397,F,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,8,B3,C6,A2,,,,,A1,A1,,A1,A1,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190398,F,JAE Ordinary Admission,Science,ZHONGHUA SECONDARY SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,6,A1,,A1,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190399,M,JAE Ordinary Admission,Science,MARIS STELLA HIGH SCHOOL,BUDDHIST,SINGAPORE CITIZEN,,0,8,A1,B3,B3,,,,,A1,A2,A2,B3,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190400,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,1.85,6,B3,A2,,,,,,A1,A1,B3,A1,B3,,,,,,,,,,,,,,,,,,,,,,,,A1,,,,A1,,,,,,,,,,,,,,
20190401,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,2.63,6,B3,B4,,,,,,A2,A2,B3,B3,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,
20190402,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.5,6,B3,C6,,,,,,B3,B3,A2,A2,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,,,,,,,,,,,,
20190403,M,IP (X),Science,SCHOOL X,CHRISTIAN,SINGAPORE CITIZEN,,2.67,6,A2,D7,,,,,,A1,A2,A2,B4,B3,,,,,,,,,,,,,,,,,B3,,,,,,,,,,,,,,,,,,,,,,,,,
20190404,F,IP (Y),Science,SCHOOL Y,BUDDHIST,SINGAPORE CITIZEN,,1.39,6,A2,A1,,,,,,A1,A1,,A1,A2,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,A1,,,,,,,,,,,,,,
20190405,M,JAE Ordinary Admission,Science,NAN HUA HIGH SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,,C5,,,,,A1,A1,A1,A1,A1,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190406,M,IP (X),Science,SCHOOL X,NO RELIGION,SINGAPORE CITIZEN,,3.13,6,B3,B3,,,,,,A2,A2,B3,C5,,,,,,,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,B4,,,,,,
20190407,F,JAE Ordinary Admission,Science,METHODIST GIRLS' SCHOOL (SECONDARY),NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,A2,A1,,,,,A1,A1,A1,A2,A2,,,,,,,,,,,A1,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190408,F,Appeals (Academic),Science,CHIJ KATONG CONVENT,NO RELIGION,SINGAPORE CITIZEN,,,7,A2,,A1,,,,,A1,A1,A1,A1,,,,,,,,,,,,,,,,,,,A1,,,,,,,,,A1,,,,,,,,,,,,,,,
20190409,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.06,6,A2,A1,,,,,,A1,A1,,A1,C5,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,A1,,,,,,,,,,,,,B4,B3
20190410,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.15,6,A1,B4,,,,,,A2,B3,,A1,B3,,,,,,,,,,,,,,,,,,A2,,,,,,B3,,,,A1,,,,,,,,,,,,,,
20190411,F,IP (Y),Science,SCHOOL Y,NO RELIGION,SINGAPORE CITIZEN,,2.94,6,B3,A2,,,,,,A1,A1,C6,A2,B4,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2,,,,,,,,,,,,,,
20190412,F,JAE Ordinary Admission,Science,ANDERSON SECONDARY SCHOOL,NO RELIGION,SINGAPORE CITIZEN,,0,6,A1,B3,A1,,,,,A1,A1,A1,A2,A1,,,,,,,,,,,A1,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,
20190413,F,JAE Ordinary Admission,Science,CHUNG CHENG HIGH SCHOOL (YISHUN),BUDDHIST,SINGAPORE PR (MALAYSIAN),,0,8,B4,A2,A1,,,,,A1,A1,A2,A1,A2,,,,,,,,,,,,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
