SN,NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,KI,GP,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,JP2,SP2,MA1,CH1,EL1,EC1,EH1,EG1,S1_1,NO OF CCA
480,20180480,M,243,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,48.3,,50.4,,,,57.2,55.6,,,,,,,,68.4,,,,,,,,,,,,,,,,,,1
481,20180481,M,258,NA,DSA,SCHOOL X,,53.4,,48.8,,,55.9,61.7,,,,,56.7,,,,,,,,,,,,,,,,,,,,,,1
482,20180482,F,247,NA,JAE Ordinary Admission,SINGAPORE CHINESE GIRLS' SCHOOL,,64.2,,,,,,,,69.9,,,58.9,,75.1,,,,,,,,,,,,,66.6,,,,,,,1
483,20180483,F,265,NA,IP (Y),SCHOOL Y,,58.9,,58.1,,,,63.3,72.9,,,,,,,,,,,,,60.7,,,,,,,,,,,,,2
484,20180484,F,267,NA,IP (Y),SCHOOL Y,,53.4,,38.3,,,,48.4,,,,,51.4,,,,,,,,,62.5,,,,,,,,,,,,,1
485,20180485,F,261,NA,IP (Y),SCHOOL Y,,54,,50,,,48.2,52,,,,,,,,,,,,,,,,,58.6,,,,,,,,,,2
486,20180486,M,255,NA,IP (X),SCHOOL X,,52.1,,56.9,,,59.1,66.3,,,,,54.7,,,,,,,,,,,,,,,,,,,,,,1
487,20180487,M,257,NA,IP (X),SCHOOL X,,56,,69.7,,,,55.1,53.2,,,,59.7,,,,,,,,,,,,,,,,,,,,,,1
488,20180488,F,241,NA,JAE Ordinary Admission,XINMIN SECONDARY SCHOOL,,48.3,,57.5,,,62.6,54.6,,,,,60.3,,,,,,,,,,,,,,,,,,,,,,1
489,20180489,F,254,NA,IP (Y),SCHOOL Y,,56.3,,66.1,,,,69.9,70.7,,,,57.4,,,,,,,,,,,,,,,,,,,,,,1
490,20180490,F,269,NA,IP (Y),SCHOOL Y,,61.8,,68.5,,,,77.3,75.2,,,,,,,,,,,,,68.3,,,,,,,,,,,,,1
491,20180491,F,245,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,,46.5,,39.3,,,,48.5,57.1,,,,50.9,,,,,,,,,,,,,,,,,,,,,,1
492,20180492,M,238,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,,39,,75.8,65.3,,75.3,,,,,,59,,,,,,,,,,,,,,,,,,,,,,1
493,20180493,M,248,NA,IP (X),SCHOOL X,,50.2,,40.8,,,51.3,52.3,,,,,,,,,,,,,,,,,,,,,,,60.3,,,,1
494,20180494,M,244,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),,51.6,,28.6,,,,41,56,,,,,,,,61.5,,,,,,,,,,,,,,,,,,2
495,20180495,F,260,NA,IP (Y),SCHOOL Y,,56,,48.8,,,,59.7,69.9,,,,,,,,,,,,,,,,,,,,,58,,,,,1
496,20180496,M,251,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,,45.3,,47,,,50.2,47.3,,,,,46.4,,,,,,,,,,,,,,,,,,,,,,1
497,20180497,F,264,NA,IP (Y),SCHOOL Y,,64.5,,70.4,,,,70.4,79.5,,,,67.6,,,,,,,,,,,,,,,,,,,,,,2
498,20180498,M,253,NA,IP (X),SCHOOL X,,50.2,,51.1,,,,35.4,,,,,,,48.2,,,,,,,,,,,,,,,,67.9,,,,1
499,20180499,F,239,NA,JAE Ordinary Admission,SWISS COTTAGE SECONDARY SCHOOL,,49.1,,26.3,,,,28.3,,,,,45.7,,,,44.8,,,,,,,,,,,,,,,,,,1
500,20180500,F,255,NA,IP (Y),SCHOOL Y,,52.3,,51.8,,,,63.6,51.7,,,,,,,,,,,,,67.3,,,,,,,,,,,,,1
