SN,NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,PW,KI,GP,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,JP2,SP2,MA1,PH1,CH1,BY1,EL1,EC1,EH1,EG1,MA3-MOE,PH3-MOE,CH3-MOE,BY3-MOE,EC3-MOE,S1_3-MOE,NO OF CCA
279,20180279,M,0,NA,IP (X),SCHOOL X,1,,0.36,,0.79,,,0.67,0.36,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
280,20180280,M,257,NA,IP (X),SCHOOL X,1,,0.29,,0.34,,,0.62,0.45,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
281,20180281,M,0,NA,DSA,NAN HUA HIGH SCHOOL,1,,0.93,,0.83,,,0.61,,,,,,0.81,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,1
282,20180282,M,258,NA,IP (X),SCHOOL X,1,,0.93,,0.86,,,,0.79,0.5,,,,,,,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,1
283,20180283,F,257,NA,IP (Y),SCHOOL Y,1,,0.97,,0.74,,,0.46,0.72,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,1
284,20180284,M,241,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.87,,0.62,,,0.56,0.29,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
285,20180285,F,247,NA,DSA (CCA),METHODIST GIRLS' SCHOOL (SECONDARY),1,,0.12,,0.61,,,0.21,0.28,,,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
286,20180286,F,0,NA,JAE Ordinary Admission,WHITLEY SECONDARY SCHOOL,1,,0.04,,0.79,,,0.6,0.76,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
287,20180287,M,236,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,1,,0.91,,0.64,,,,0.91,0.9,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
288,20180288,F,250,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,1,,0.29,,0.98,,,0.83,0.9,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2
289,20180289,F,248,NA,IP (Y),SCHOOL Y,1,,0.67,,0.11,,,,0.05,0.32,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
290,20180290,M,240,NA,IP (X),SCHOOL X,1,,0.24,,0.12,,,0.13,0.43,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,1
291,20180291,F,263,NA,IP (Y),SCHOOL Y,1,,0.55,,0.91,,,,0.65,0.84,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,1
292,20180292,M,243,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.36,,0.26,,,0.15,0.07,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,1
293,20180293,M,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.61,,0.39,,,0.68,0.59,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
294,20180294,M,243,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.67,,0.35,,,0.31,0.56,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
295,20180295,M,255,NA,IP (X),SCHOOL X,1,,0.96,,0.27,,,0.2,0.33,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
296,20180296,M,249,NA,IP (X),SCHOOL X,1,,0.78,,0.76,,,0.83,0.9,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,,,1
297,20180297,F,248,NA,IP (Y),SCHOOL Y,1,,0.36,,0.97,,,0.87,0.98,,,,,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
298,20180298,F,257,NA,IP (Y),SCHOOL Y,1,,0.49,,0.57,,,,0.52,0.49,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
299,20180299,F,255,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,,0.61,,0.68,,,0.71,0.79,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
300,20180300,F,249,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,1,,0.61,,0.24,,,,,,,,,0.06,,0.38,,,,,,,,,,,,,,,,,0.71,,,,,,,,,,1
301,20180301,F,253,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,,0.78,,0.28,,,0.17,,,,,,0.06,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
302,20180302,F,245,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,1,,0.78,,0.48,,,,0.52,0.65,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
303,20180303,F,255,NA,IP (Y),SCHOOL Y,1,,0.36,,0.06,,,0.18,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,1
304,20180304,F,260,NA,IP (Y),SCHOOL Y,1,,0.89,,0.65,,,,0.46,0.73,,,,MC,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,1
305,20180305,F,265,NA,IP (Y),SCHOOL Y,1,,0.61,,0.93,,,,0.93,0.96,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,1
306,20180306,M,264,NA,IP (X),SCHOOL X,1,,0.78,,0.71,,,,0.47,0.39,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
307,20180307,M,256,NA,IP (X),SCHOOL X,1,,0.43,,0.15,,,,,,0.06,,,0.04,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,2
308,20180308,M,263,NA,IP (X),SCHOOL X,1,,0.81,,0.86,,,0.92,0.84,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
309,20180309,F,0,NA,JAE Ordinary Admission,MARSILING SECONDARY SCHOOL,1,,0.16,,0.08,,,0.23,,,,,,0.06,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,1
310,20180310,F,264,NA,IP (Y),SCHOOL Y,1,,,0.28,,,,,,,,0.66,,,0.4,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1
311,20180311,M,258,NA,IP (X),SCHOOL X,1,,0.16,,0.19,,,,,,,,,,,,,,,,,0.85,0.97,,,,,,,,,,,0.9,,,,,,,,,1
312,20180312,F,265,NA,IP (Y),SCHOOL Y,1,,0.67,,0.53,,,,0.49,0.43,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
313,20180313,M,244,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,1,,0.78,,0.57,,,,,,0.43,,,0.9,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,2
314,20180314,F,254,NA,IP (Y),SCHOOL Y,1,,0.67,,0.81,,,,0.58,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
315,20180315,M,256,NA,IP (X),SCHOOL X,1,,0.24,,0.51,,,,0.75,0.7,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,,,2
316,20180316,F,247,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.21,,0.88,,,0.51,0.54,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
317,20180317,F,250,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.78,,0.03,,,,,0.06,0.2,,,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,1
318,20180318,F,242,NA,DSA (CCA),CRESCENT GIRLS' SCHOOL,1,,0.06,,0.21,,,,0.12,0.3,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,1
319,20180319,M,253,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,1,,0.16,,0.78,,,,0.76,0.38,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
320,20180320,F,250,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,,0.87,,0.74,,,0.73,0.96,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
321,20180321,F,0,NA,DSA,BUKIT PANJANG GOVT. HIGH SCHOOL,1,,0.61,,0.42,,,0.7,0.64,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,2
322,20180322,F,263,NA,IP (Y),SCHOOL Y,1,,0.06,,0.48,,,0.33,0.49,,,,,,,,,,,,,,0.79,,,,,,,,,,,,,,,,,,,,1
323,20180323,M,246,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.43,,0.73,,,0.37,0.35,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
324,20180324,F,268,NA,IP (Y),SCHOOL Y,1,,0.78,,0.91,,,0.95,0.85,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
325,20180325,F,270,NA,IP (Y),SCHOOL Y,1,,0.73,,0.81,,,,0.8,0.8,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
326,20180326,F,246,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,1,,0.21,,0.06,,,,0.25,,,,,0.09,,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,1
327,20180327,M,237,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,1,,0.43,,0.31,,,,0.43,0.72,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
328,20180328,M,237,NA,JAE Ordinary Admission,XINMIN SECONDARY SCHOOL,1,,0.29,,0.43,,,,0.73,0.56,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
329,20180329,M,256,NA,IP (X),SCHOOL X,1,,0.96,,0.85,,,0.97,0.92,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
330,20180330,F,237,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,,0.06,,0.31,,,0.07,0.29,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
331,20180331,M,261,NA,IP (X),SCHOOL X,1,,0.98,,0.76,,,,,,,0.43,,,0.42,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1
332,20180332,M,258,NA,DSA (CCA),SCHOOL X,1,,0.78,,0,,,,0.06,0.23,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,1
333,20180333,M,245,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,1,,,0.75,,,,,,,,0.92,,,0.89,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,2
334,20180334,F,249,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,,0.16,,0.43,,,,0.65,0.31,,,,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
335,20180335,F,254,NA,IP (Y),SCHOOL Y,1,,0.24,,0.1,,,,0.05,0.14,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,1
336,20180336,M,267,NA,IP (X),SCHOOL X,1,,0.94,,0.96,,,,0.96,0.98,,,,,,,,0.98,,,,,,,,,,,,,,,,,,,,,,,,,2
337,20180337,F,252,NA,IP (Y),SCHOOL Y,1,,0.61,,0.07,,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,0.76,,,,,,,,,1
338,20180338,F,257,NA,IP (Y),SCHOOL Y,1,,0.73,,0.92,,,0.93,0.91,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,0.64,,,,,,1
339,20180339,M,257,NA,IP (X),SCHOOL X,1,,0.61,,0.52,,,,0.89,0.84,,,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,2
340,20180340,F,231,NA,IP (Y),SCHOOL Y,1,,0,,0.01,,0.05,,,,,,,,,,,,,,,,0.12,,,,,,,,0.08,,,,,,,,,,,,1
341,20180341,F,0,NA,IP (Y),SCHOOL Y,1,,0.73,,0.05,,,,0.25,0.2,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
342,20180342,F,248,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,1,,0.55,,0.28,,,,0.18,0.1,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
343,20180343,F,259,NA,IP (Y),SCHOOL Y,1,,0.12,,0.01,,,,,,,,,0,,0.06,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,1
344,20180344,M,248,NA,IP (X),SCHOOL X,1,,0.73,,0.74,,,0.86,0.17,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
345,20180345,M,0,NA,JAE Ordinary Admission,NEW TOWN SECONDARY SCHOOL,1,,0.67,,0.15,,,,0.35,0.15,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
346,20180346,M,256,NA,IP (X),SCHOOL X,1,,0.67,,0.42,,,,0.76,0.65,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
347,20180347,M,250,NA,IP (X),SCHOOL X,1,0.16,,,,,,,,,0.26,,,,,0.86,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,1
348,20180348,F,249,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,1,,0.99,,0.19,,,,,,0.97,,,0.93,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,1
349,20180349,M,258,NA,IP (X),SCHOOL X,1,,0.43,,0.49,,,0.34,0.23,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,1
350,20180350,F,240,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,1,,0.21,,0.17,,,,0.49,0.36,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
351,20180351,F,254,NA,IP (Y),SCHOOL Y,1,,0.43,,0.82,,,0.71,0.71,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,1
352,20180352,F,261,NA,IP (Y),SCHOOL Y,1,,0.61,,0.5,,,,0.34,0.28,,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,1
353,20180353,M,261,NA,IP (X),SCHOOL X,1,,0.96,,0.87,,,,0.57,,,,,0.82,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1
354,20180354,M,262,NA,IP (X),SCHOOL X,1,,0.43,,0.22,,,0.04,0.28,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
355,20180355,M,242,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.29,,0.65,,,0.74,0.71,,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
356,20180356,F,264,NA,IP (Y),SCHOOL Y,1,,0.61,,0.71,,,,0.83,0.85,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,2
357,20180357,F,263,NA,IP (Y),SCHOOL Y,1,,0.55,,0.48,,,,0.33,0.72,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
358,20180358,F,248,NA,IP (Y),SCHOOL Y,1,,0.01,,0,,,,,,,,,0,,,,0.03,,,,,,,,,,,,,0.04,,,,,,,,,,,,1
359,20180359,M,256,NA,IP (X),SCHOOL X,1,,0.61,,0.76,,,0.72,0.83,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,,,1
360,20180360,M,253,NA,IP (X),SCHOOL X,1,,0.61,,0.5,,0.52,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,0.93,,,,,,,,,1
361,20180361,M,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.81,,0.41,,,,0.59,0.45,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
362,20180362,M,239,NA,IP (X),SCHOOL X,1,,0.21,,0.12,,,0.23,0.04,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
363,20180363,M,260,NA,IP (X),SCHOOL X,1,,0.84,,0.28,,,,0.3,0.6,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,1
364,20180364,F,239,NA,IP (Y),SCHOOL Y,1,,0.81,,,,,,,,0.6,,,0.2,,,,0.31,,,,,,,,,,,0.65,,,,,,,,,,,,,,1
365,20180365,F,262,NA,IP (Y),SCHOOL Y,1,,0.29,,0.74,,,,0.86,0.8,,,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,2
366,20180366,M,248,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.55,,0.68,,,,0.76,0.64,,,,,,,,,,,,,,,,,,,,,,,,0.98,,,,,,,,,1
367,20180367,M,251,NA,DSA,SCHOOL X,1,,0.61,,0.71,,,0.34,0.39,,,,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
368,20180368,F,267,NA,IP (Y),SCHOOL Y,1,,0.87,,0.26,,,,0.25,0.41,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
369,20180369,M,254,NA,IP (X),SCHOOL X,1,,0.16,,0.59,,,0.28,0.58,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
370,20180370,F,265,NA,IP (Y),SCHOOL Y,1,,0.73,,0.92,,,0.79,0.73,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,0.35,,,,,,1
371,20180371,F,0,NA,JAE Ordinary Admission,QUEENSTOWN SECONDARY SCHOOL,1,,0.43,,0.38,,,0.42,0.22,,,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,,1
372,20180372,M,254,NA,IP (X),SCHOOL X,1,,0.43,,0.26,,,,0.29,0.42,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
373,20180373,F,0,NA,JAE Ordinary Admission,BUKIT VIEW SECONDARY SCHOOL,1,,0.43,,0.58,,,0.38,0.33,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,1
374,20180374,F,246,NA,DSA (CCA),CEDAR GIRLS' SECONDARY SCHOOL,1,,0.29,,0.09,,,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,0.65,,,,,,,,,1
375,20180375,F,258,NA,IP (Y),SCHOOL Y,1,,0.67,,0.74,,,0.26,,,,,,0.47,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1
376,20180376,M,232,NA,DSA (CCA),ST. ANDREW'S SECONDARY SCHOOL,1,,0.16,,0.23,,,0.12,0.29,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
377,20180377,F,246,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,1,,0.61,,0.08,,,,,,0.24,,,0.51,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,1
378,20180378,M,256,NA,IP (X),SCHOOL X,1,,0.98,,0.98,,,,0.96,0.91,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,1
379,20180379,M,245,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,1,,0.61,,0.48,,,0.5,0.48,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
380,20180380,M,259,NA,IP (X),SCHOOL X,1,,0.49,,0.34,,,,MC,0.27,,,,MC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
381,20180381,M,232,NA,JAE Ordinary Admission,WEST SPRING SECONDARY SCHOOL,1,,0.49,,0.11,,,0.18,0.21,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,,,,,,,,1
382,20180382,M,260,NA,IP (X),SCHOOL X,1,,0.24,,0.36,,,,0.37,0.01,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
383,20180383,F,250,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,1,,,0.85,,,,,,,,0.59,,,0.27,,,,0.92,,,,,,,,,,,,,,,,,,,,,,,,2
384,20180384,M,242,NA,JAE Ordinary Admission,ST. JOSEPH'S INSTITUTION,1,,0.73,,0.14,,,0.04,0.15,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
385,20180385,M,257,NA,IP (X),SCHOOL X,1,,0.94,,0.77,,,0.84,0.87,,,,,0.75,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,,,3
386,20180386,M,254,NA,JAE Ordinary Admission,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",1,,0.61,,0.11,,,,,,0.83,,,0.94,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,1
387,20180387,M,257,NA,IP (X),SCHOOL X,1,,0.67,,0.58,,,,0.61,0.83,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,,2
388,20180388,M,206,NA,DSA (CCA),CATHOLIC HIGH SCHOOL,1,,0.06,,0,,,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,1
389,20180389,F,247,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,1,,0.55,,0.79,,,,0.63,0.66,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
390,20180390,F,270,NA,IP (Y),SCHOOL Y,1,,0.98,,0.55,,,0.9,0.88,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
391,20180391,F,259,NA,IP (Y),SCHOOL Y,1,,0.29,,0.46,,,,0.52,,,,,,,,,0.36,,,,,,,,,,,,,,,,0.8,,,,,,,,,1
392,20180392,F,262,NA,IP (Y),SCHOOL Y,1,,0.43,,0.21,,,,0.14,0.27,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
393,20180393,F,234,NA,DSA (CCA),TEMASEK SECONDARY SCHOOL,1,,0.21,,0.09,,,,,,,,,0.08,,,,0.71,,,,,,,,,,,,,,,0.35,,,,,,,,,,1
394,20180394,F,268,NA,IP (Y),SCHOOL Y,1,,,0.82,,,,,,,,0.98,,,0.14,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,2
395,20180395,F,261,NA,IP (Y),SCHOOL Y,1,,0.67,,0.58,,,0.3,0.74,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
396,20180396,F,259,NA,IP (Y),SCHOOL Y,1,,0.43,,0.03,,,,,0.07,,,,0.18,,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,1
397,20180397,F,257,NA,IP (Y),SCHOOL Y,1,,0.36,,0,,,,0.08,,,,,,,,,,,,,,0.07,,,,,,,,,,,0.32,,,,,,,,,1
398,20180398,M,247,NA,JAE Ordinary Admission,CATHOLIC HIGH SCHOOL,1,,0.29,,0.88,,,0.73,0.46,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
399,20180399,M,0,NA,IP (X),SCHOOL X,1,,0.24,,0.71,,,,0.56,0.6,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
400,20180400,M,264,NA,IP (X),SCHOOL X,1,,0.81,,0.88,,,,0.84,0.73,,,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,1
401,20180401,F,260,NA,IP (Y),SCHOOL Y,1,,0.29,,0.01,,,,0.17,0.08,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
402,20180402,F,252,NA,Appeals (Academic),METHODIST GIRLS' SCHOOL (SECONDARY),1,,0.55,,0.2,,,0.25,0.23,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
403,20180403,F,240,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),1,,0.24,,0.39,,,,0.13,0.24,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,1
404,20180404,M,248,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),1,,0.36,,0.85,,,0.82,0.85,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
405,20180405,F,253,NA,IP (Y),SCHOOL Y,1,,0.29,,0.21,,,,0.16,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,,,,2
406,20180406,M,242,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),1,,0.36,,0.27,,,0.07,0.27,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
407,20180407,F,255,NA,IP (Y),SCHOOL Y,1,,0.04,,0.65,,,0.36,0.56,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
408,20180408,F,258,NA,IP (Y),SCHOOL Y,1,,0.61,,0.68,,,,0.5,0.55,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
409,20180409,F,264,NA,IP (Y),SCHOOL Y,1,,EX,,MC,,,,MC,,,,,EX,,,,EX,,,,,,,,,,,,,,,,,,,,,,,,,1
410,20180410,F,246,NA,JAE Ordinary Admission,CRESCENT GIRLS' SCHOOL,1,,0.94,,0.64,,,,0.76,0.89,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,,,1
411,20180411,M,255,NA,IP (X),SCHOOL X,1,,0.21,,0.73,,,0.43,0.4,,,,,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
412,20180412,M,263,NA,IP (X),SCHOOL X,1,,0.78,,0.46,,,,0.59,0.52,,,,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
413,20180413,F,263,NA,IP (Y),SCHOOL Y,1,,0.61,,0.38,,,,0.21,0.26,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
414,20180414,F,232,NA,DSA (CCA),CHIJ ST. NICHOLAS GIRLS' SCHOOL,1,,0.55,,0.13,,,,0.02,,,,,,,0.56,,,,,,,,,,,,,,,,,,0.56,,,,,,,,,1
415,20180415,M,237,NA,JAE Ordinary Admission,MARIS STELLA HIGH SCHOOL,1,,0.08,,0.45,,,0.25,0.32,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
416,20180416,M,252,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,1,,0.08,,0.16,,,0.19,0.19,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
417,20180417,M,252,NA,JAE Ordinary Admission,NAN CHIAU HIGH SCHOOL,1,,0.73,,0.61,,,0.63,0.59,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
418,20180418,F,245,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,1,,0.43,,,,,,,,0.76,,0.86,0.56,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1
419,20180419,M,257,NA,IP (X),SCHOOL X,1,,0.93,,0.29,,,,,,,0.14,,,0.38,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,2
420,20180420,M,261,NA,IP (X),SCHOOL X,1,,0.78,,0.82,,,,0.97,0.99,,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
421,20180421,M,255,NA,IP (X),SCHOOL X,1,,0.93,,0.91,,,0.93,0.93,,,,,0.79,,,,,,,,,,,,,,,,,,,,,,,,,0.68,,,,1
422,20180422,M,250,NA,IP (X),SCHOOL X,1,,0.78,,0.26,,,,0.31,,,,,0.18,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2
423,20180423,F,264,NA,IP (Y),SCHOOL Y,1,,0.78,,0.94,,,,0.97,0.91,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
