NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,KI,GP,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,JP2,SP2,MA1,PH1,CH1,EL1,EC1,EG1,S1_1,PW,MTL,P/F,RANK,%,MSG/GPA,PTS,NO OF CCA
20200447,F,0,NA,JAE Ordinary Admission,PRESBYTERIAN HIGH SCHOOL,,D,,A,,,,B,A,,,,C,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,389,63,1.8,71.25,1
20200448,M,0,NA,IP (X),SCHOOL X,,D,,U,,,,,,,,,E,,C,,,,,,,,,,,,,,,,C,,,,B,B,Passed,978,8,4.7,38.75,2
20200449,M,0,NA,IP (X),SCHOOL X,,C,,D,,C,,A,,,,,U,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,841,21,3.8,55,1
20200450,F,0,NA,JAE Ordinary Admission,CHIJ SECONDARY (TOA PAYOH),,D,,U,,,,D,E,,,,,,,,E,,,,,,,,,,,,,,,,,,A,A,Passed,978,8,5.3,38.75,1
20200451,F,0,NA,JAE Ordinary Admission,TANJONG KATONG GIRLS' SCHOOL,,C,,B,,,,A,A,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,389,63,2,71.25,1
20200452,F,0,NA,IP (Y),SCHOOL Y,,A,,A,,,,A,A,,,,,,,,,,,,,A,,,,,,,,,,,,,A,A,Passed,1,100,1,80,1
20200453,F,0,NA,IP (Y),SCHOOL Y,,C,,D,,,D,D,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,895,16,4.3,50,1
20200454,M,0,NA,IP (X),SCHOOL X,,B,,B,,,B,,,,,,,,,,,,A,,,,B,,,,,,,,,,,,B,A,Passed,324,69,1.8,72.5,1
20200455,F,0,NA,IP (Y),SCHOOL Y,,C,,D,,E,S,,,,,,U,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,994,7,5.5,35,1
20200456,M,0,NA,IP (X),SCHOOL X,,B,,A,,,,,,,B,,,B,,B,,,,,,,,,,,,,,,,,,,A,A,Passed,324,69,1.8,72.5,2
20200457,F,0,NA,IP (Y),SCHOOL Y,,B,,C,,,,,,,C,D,,S,,,,,,,,,,,,,,,,,,,,,A,A,Passed,860,19,4,53.75,1
20200458,M,0,NA,IP (X),SCHOOL X,,C,,,,,,,,B,,,,,,,D,,,,E,,,,,,,A,,,,,,,B,A,Passed,808,24,3.3,57.5,1
20200459,F,0,NA,IP (Y),SCHOOL Y,,D,,B,,,C,B,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,716,33,3,61.25,1
20200460,F,0,NA,IP (Y),SCHOOL Y,,B,,A,,,B,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,271,74,1.8,73.75,1
20200461,M,0,NA,IP (X),SCHOOL X,,C,,A,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,A,Passed,151,85,1.1,76.25,1
20200462,M,0,NA,IP (X),SCHOOL X,,D,,A,,,D,B,,,,,S,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,772,27,3.3,58.75,1
20200463,M,0,NA,IP (X),SCHOOL X,,B,,A,,,A,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,23,97,1,78.75,1
20200464,F,0,NA,JAE Ordinary Admission,METHODIST GIRLS' SCHOOL (SECONDARY),,D,,U,,,C,U,,,,,E,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,1008,5,5.5,31.25,1
20200465,M,0,NA,IP (X),SCHOOL X,,C,,A,,,A,A,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,271,74,1.8,73.75,1
20200466,F,0,NA,IP (Y),SCHOOL Y,,C,,B,,,C,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,656,38,2.8,63.75,2
20200467,M,0,NA,IP (X),SCHOOL X,,E,,A,,,C,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,445,58,1.8,70,1
20200468,F,0,NA,IP (Y),SCHOOL Y,,B,,B,,,,B,C,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,492,54,2.3,68.75,1
20200469,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,D,,A,,,,A,A,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,324,69,1.8,72.5,2
20200470,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,,B,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,205,80,1.5,75,1
20200471,F,0,NA,IP (Y),SCHOOL Y,,D,,A,,,B,B,,,,,,,,,,,,,,,,,,,,,,,,,,C,B,A,Passed,492,54,1.9,68.75,1
20200472,F,0,NA,IP (Y),SCHOOL Y,,B,,,,,,,,C,,,C,,,,C,,,,,,,,,,,A,,,,,,,A,A,Passed,656,38,2.7,63.75,1
20200473,F,263,NA,DSA (CCA),CEDAR GIRLS' SECONDARY SCHOOL,,C,,S,,,,B,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,745,30,3.3,60,1
20200474,M,0,NA,JAE Ordinary Admission,VICTORIA SCHOOL,,C,,A,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,205,80,1.5,75,1
20200475,F,0,NA,IP (Y),SCHOOL Y,,B,,B,,,B,B,,,,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,445,58,2,70,1
20200476,F,0,NA,JAE Ordinary Admission,CHUNG CHENG HIGH SCHOOL (MAIN),,C,,C,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,324,69,1.8,72.5,1
20200477,M,0,NA,IP (X),SCHOOL X,,B,,A,,,A,A,,,,,,,,,,,A,,,,,,,,,,,,,,,,A,B,Passed,23,97,1,78.75,1
20200478,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,,B,,B,,,,MC,,,,,B,,MC,,,,,,,,,,,,,,,,,,,,A,B,Passed,949,11,2,43.75,1
20200479,M,0,NA,IP (X),SCHOOL X,,D,,B,,,C,A,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,629,41,2.5,65,1
20200480,M,0,NA,JAE Ordinary Admission,ANDERSON SECONDARY SCHOOL,,B,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,57,94,1.3,77.5,1
20200481,F,0,NA,IP (Y),SCHOOL Y,,B,,S,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,772,27,3.5,58.75,1
20200482,M,0,NA,IP (X),SCHOOL X,,C,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,151,85,1.3,76.25,1
20200483,F,0,NA,IP (Y),SCHOOL Y,,D,,A,,,,A,A,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,271,74,1.5,73.75,1
20200484,M,0,NA,IP (X),SCHOOL X,,C,,U,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,841,21,3.8,55,2
20200485,M,0,Repeat Yr2,JAE Ordinary Admission,LOYANG VIEW SECONDARY SCHOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,A,,,,,,0
20200486,F,0,NA,JAE Ordinary Admission,BUKIT MERAH SECONDARY SCHOOL,,D,,D,,,,,,,,D,D,,D,,,,,,,,,,,,,,,,,,,,A,A,Passed,895,16,4,50,1
20200487,F,0,NA,IP (Y),SCHOOL Y,,D,,A,,,,A,A,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,205,80,1.3,75,1
20200488,F,0,NA,IP (Y),SCHOOL Y,A,,,A,A,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,1,100,1,80,2
20200489,M,0,NA,IP (X),SCHOOL X,,E,,S,,,S,,,,,,B,,,,,,C,,,,,,,,,,,,,,,,A,A,Passed,945,11,4.3,45,1
20200490,M,0,NA,JAE Ordinary Admission,MONTFORT SECONDARY SCHOOL,,S,,A,,A,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,A,A,Passed,629,41,2,65,1
20200491,F,0,NA,JAE Ordinary Admission,JUNYUAN SECONDARY SCHOOL,,C,,A,,,,A,B,,,,,,,,,,,,A,,,,,,,,,,,,,,A,A,Passed,151,85,1.3,76.25,1
20200492,M,0,NA,IP (X),SCHOOL X,,C,,U,,U,S,,,,,,,,,,,,,,C,,,,,,,,,,,,,,B,A,Passed,1022,4,5.8,27.5,1
20200493,M,0,NA,IP (X),SCHOOL X,,B,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,23,97,1,78.75,1
20200494,F,0,NA,DSA,METHODIST GIRLS' SCHOOL (SECONDARY),,B,,A,,,,A,A,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,23,97,1,78.75,1
20200495,F,0,NA,IP (Y),SCHOOL Y,,D,,B,,,D,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,686,35,2.8,62.5,1
20200496,F,0,NA,IP (Y),SCHOOL Y,,C,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,271,74,1.5,73.75,1
20200497,M,0,NA,IP (X),SCHOOL X,,B,,A,,,,,,,C,,,C,,B,,,,,,,,,,,,,,,,,,,A,B,Passed,492,54,2.3,68.75,2
20200498,F,0,NA,IP (Y),SCHOOL Y,,C,,D,,,,C,B,,,,,,,,,,A,,,,,,,,,,,,,,,,A,A,Passed,580,45,2.5,66.25,2
20200499,F,0,NA,IP (Y),SCHOOL Y,,A,,C,,,,B,C,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,656,38,3,63.75,1
20200500,F,0,NA,JAE Ordinary Admission,SWISS COTTAGE SECONDARY SCHOOL,,C,,E,,,,D,,,,,C,,,,B,,,,,,,,,,,,,,,,,,A,A,Passed,808,24,3.5,57.5,1
