NEWID,GENDER,PSLE,REPEAT,INTAKE,SEC SCHOOL,GP,KI,KI (A),MA2,FM2,CP2,PH2,CH2,BY2,EL2,EL2 (A),ELL2,EC2,EC2 (A),EH2,EH2 (A),EG2,EG2 (A),S1_2,S2_2,S3_2,S4_2,S5_2,FR2,GM2,SP2,MA1,PH1,CH1,EL1,EC1,EH1,EG1,JP1,PW,MTL,P/F,RANK,%,MSG/GPA,PTS,NO OF CCA
20190444,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,E,,,C,,,,D,C,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,784,29,3.8,52.5,1
20190445,F,260,NA,IP (Y),SCHOOL Y,D,,,U,,,,D,D,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,968,13,5,41.25,1
20190446,F,259,NA,IP (Y),SCHOOL Y,C,,,B,,,,A,A,,,,,,,,,,A,,,,,,,,,,,,,,,,A,A,Passed,104,90,1.3,76.25,1
20190447,M,0,NA,IP (X),SCHOOL X,D,,,C,,,D,E,,,,,D,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,803,27,4,51.25,1
20190448,M,250,NA,IP (X),SCHOOL X,D,,,B,,,B,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,372,66,2,67.5,1
20190449,F,226,NA,DSA (CCA),SINGAPORE CHINESE GIRLS' SCHOOL,D,,,U,,,E,E,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,995,10,5.3,38.75,1
20190450,F,0,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,D,,,D,,,C,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,539,51,2.8,62.5,1
20190451,M,255,NA,IP (X),SCHOOL X,C,,,A,,,B,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,337,69,2.3,68.75,2
20190452,F,0,NA,JAE Ordinary Admission,CEDAR GIRLS' SECONDARY SCHOOL,C,,,B,,,,E,,,,,C,,C,,,,,,,,,,,,,,,,,,,,A,A,Passed,602,45,3.3,60,1
20190453,F,242,NA,IP (Y),SCHOOL Y,C,,,S,,,S,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,915,17,4.5,45,1
20190454,M,257,NA,IP (X),SCHOOL X,E,,,C,,,A,B,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,372,66,2,67.5,1
20190455,M,267,NA,IP (X),SCHOOL X,B,,,B,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,183,83,1.8,73.75,1
20190456,F,0,NA,JAE Ordinary Admission,ZHONGHUA SECONDARY SCHOOL,E,,,B,,,,B,,,,,B,,,,,,,,B,,,,,,,,,,,,,,B,A,Passed,410,63,2,66.25,1
20190457,M,0,NA,JAE Ordinary Admission,NGEE ANN SECONDARY SCHOOL,C,,,E,,A,,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,539,51,3,62.5,1
20190458,M,254,NA,IP (X),SCHOOL X,B,,,C,,,D,D,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,C,Passed,732,34,3.8,55,1
20190459,M,254,NA,IP (X),SCHOOL X,D,,,S,,,,E,E,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,995,10,5.3,38.75,2
20190460,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,C,,,S,,,,,,B,,,D,,D,,,,,,,,,,,,,,,,,,,,A,D,Passed,784,29,4,52.5,1
20190461,M,0,NA,JAE Ordinary Admission,TANJONG KATONG SECONDARY SCHOOL,E,,,A,,,B,B,,,,,E,,,,,,,,,,,,,,,,,,,,,,B,B,Passed,455,59,2.5,65,1
20190462,M,254,NA,IP (X),SCHOOL X,B,,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,141,87,1.5,75,1
20190463,F,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,C,,,B,,,,B,B,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,410,63,2.5,66.25,1
20190464,F,260,NA,IP (Y),SCHOOL Y,B,,,A,,,A,,,,,D,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,297,73,2.3,70,1
20190465,F,220,NA,DSA (CCA),BUKIT PANJANG GOVT. HIGH SCHOOL,E,,,E,,,,U,E,,,,,,,,,,,,,,,,,,,,,,C,,,,A,B,Passed,1041,6,5.3,32.5,1
20190466,M,257,NA,IP (X),SCHOOL X,C,,,B,,,,,,,D,,,S,,,,D,,,,,,,,,,,,,,,,,A,A,Passed,784,29,4,52.5,1
20190467,M,243,NA,DSA (CCA),RAFFLES INSTITUTION,E,,,U,,,U,S,,,,,,,,,,,,,,,,,,,,,,,,,U,,B,E,Failed,1103,0,6.7,10,1
20190468,M,253,NA,IP (X),SCHOOL X,,A,,C,,,S,,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,829,25,3.8,50,2
20190469,M,0,NA,JAE Ordinary Admission,ANGLICAN HIGH SCHOOL,D,,,A,,,A,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,141,87,1.3,75,2
20190470,F,248,NA,IP (Y),SCHOOL Y,S,,,E,,,C,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,784,29,3.5,52.5,2
20190471,F,254,NA,IP (Y),SCHOOL Y,C,,,U,,,,E,D,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,980,11,5.3,40,1
20190472,F,260,NA,IP (Y),SCHOOL Y,C,,,E,,,E,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,732,34,3.8,55,1
20190473,M,252,NA,IP (X),SCHOOL X,B,,,A,,,A,A,,,,,C,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,104,90,1.5,76.25,1
20190474,M,254,NA,IP (X),SCHOOL X,D,,,B,,,,A,B,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,297,73,1.8,70,1
20190475,F,226,NA,IP (Y),SCHOOL Y,D,,,D,,,,B,C,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,674,39,3.3,57.5,1
20190476,M,0,NA,JAE Ordinary Admission,FAIRFIELD METHODIST SCHOOL (SECONDARY),C,,,A,,,,A,B,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,260,76,2,71.25,1
20190477,F,0,NA,DSA,CHIJ ST. NICHOLAS GIRLS' SCHOOL,C,,,A,,,,A,B,,,,B,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,183,83,1.5,73.75,2
20190478,F,252,NA,IP (Y),SCHOOL Y,C,,,U,,,,S,E,,,,,,,,,,,,,,,,,,,,,,E,,,,A,B,Passed,1063,4,5.9,27.5,1
20190479,F,0,NA,JAE Ordinary Admission,CHIJ ST. NICHOLAS GIRLS' SCHOOL,C,,,B,,,,C,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,455,59,2.5,65,1
20190480,F,264,NA,IP (Y),SCHOOL Y,E,,,B,,,B,B,,,,,,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,410,63,2,66.25,1
20190481,M,255,NA,IP (X),SCHOOL X,C,,,C,,,,B,B,,,,C,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,455,59,2.5,65,1
20190482,F,259,NA,IP (Y),SCHOOL Y,B,,,U,,,,E,E,,,,,,,,,,,,,C,,,,,,,,,,,,,A,A,Passed,934,16,5,43.75,1
20190483,M,256,NA,IP (X),SCHOOL X,C,,,B,,,C,,,,,,D,,,,,,,,,B,,,,,,,,,,,,,A,A,Passed,493,55,2.8,63.75,1
20190484,F,262,NA,IP (Y),SCHOOL Y,D,,,U,,,U,,,,,,U,,,,,,,,,C,,,,,,,,,,,,,B,B,Failed,1084,2,6,21.25,0
20190485,F,233,NA,IP (Y),SCHOOL Y,E,,,E,,,U,,,,,,U,,,,,,,,,,,,,,,,C,,,,,,A,B,Passed,1078,3,5.9,22.5,1
20190486,F,262,NA,IP (Y),SCHOOL Y,D,,,E,,,C,B,,,,,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,702,36,3.5,56.25,2
20190487,F,246,NA,IP (Y),SCHOOL Y,D,,,D,,,D,D,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,848,23,4.3,48.75,1
20190488,M,265,NA,IP (X),SCHOOL X,,B,,C,,,,B,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,297,73,2,70,2
20190489,M,256,NA,IP (X),SCHOOL X,D,,,S,,,D,D,,,,,E,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,934,16,4.8,43.75,1
20190490,M,243,NA,DSA (CCA),CATHOLIC HIGH SCHOOL,C,,,D,,,C,B,,,,,C,,,,,,,,,,,,,,,,,,,,,,A,E,Passed,569,48,3,61.25,1
20190491,M,259,NA,IP (X),SCHOOL X,A,,,A,,,A,,,,,,A,,,,,,,,,A,,,,,,,,,,,,,A,A,Passed,1,100,1,80,2
20190492,F,260,NA,IP (Y),SCHOOL Y,C,,,B,,,B,,,,,E,D,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,602,45,3.3,60,2
20190493,F,264,NA,IP (Y),SCHOOL Y,S,,,S,,,,E,C,D,,,,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,948,14,4.5,42.5,1
20190494,M,0,NA,JAE Ordinary Admission,NAN HUA HIGH SCHOOL,E,,,D,,,D,E,,,,,S,,,,,,,,,,,,,,,,,,,,,,B,A,Passed,948,14,4.8,42.5,1
20190495,F,264,NA,IP (Y),SCHOOL Y,B,,,A,,,A,A,,,,,A,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,18,98,1,78.75,2
20190496,F,260,NA,IP (Y),SCHOOL Y,E,,,E,,,S,B,,,,,S,,,,,,,,,,,,,,,,,,,,,,A,B,Passed,980,11,4.8,40,1
20190497,M,255,NA,IP (X),SCHOOL X,A,,,B,,,,,,,,,B,,B,,,,,,,A,,,,,,,,,,,,,A,A,Passed,183,83,1.8,73.75,1
20190498,F,264,NA,IP (Y),SCHOOL Y,A,,,B,,,,,,,C,,,C,,,,B,,,,,,,,,,,,,,,,,A,A,Passed,372,66,2.5,67.5,1
20190499,F,267,NA,IP (Y),SCHOOL Y,B,,,E,,,,A,,B,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,337,69,2.5,68.75,2
20190500,M,263,NA,IP (X),SCHOOL X,B,,,A,,,B,A,,,,,B,,,,,,,,,,,,,,,,,,,,,,A,A,Passed,141,87,1.5,75,1
